icon;domain;measure;spatial_scope;temporal_scope;entity_group;entity_key;var_name;ka;label_de;unit;comment;Formel
🌞;electricity_dispatch;PV_use;;flexible;energy_use;heating_demand;PV_to_Ec_flex;3;3 flexible;kWh/m²NGFa;;SUMME(sim[[PV_to_Ec_flex_1el]:[PV_to_Ec_flex_3el]])/1000
🌞;electricity_dispatch;PV_use;;flexible;energy_use;cooling_demand;PV_to_Edhw;3;3 flexible;kWh/m²NGFa;;SUMME(sim[[PV_to_Edhw1_flex]:[PV_to_Edhw2_flex]])/1000
🌞;electricity_dispatch;PV_use;;flexible;energy_use;dhw_demand;PV_to_Edhw_direct;3;3 flexible;kWh/m²NGFa;;
🌞;electricity_dispatch;PV_use;;flexible;energy_use;vent_el_demand;PV_to_Batt;3;3 flexible;kWh/m²NGFa;;SUMME(sim[PV_to_Batt])/1000
🌞;electricity_dispatch;PV_use;;flexible;energy_use;ev_local_charge;PV_to_Eev_flex;3;3 flexible;kWh/m²NGFa;;SUMME(sim[PV_to_Eev_flex])/1000
🌞;electricity_dispatch;PV_use;;flexible;energy_use;;PV_total_flex;3;3 flexible;kWh/m²NGFa;;PV_to_Eh_flex+PV_to_Ec_flex+PV_to_Edhw+PV_to_Edhw_direct+PV_to_Batt+PV_to_Eev_flex
🌞;electricity_dispatch;PV_use;;;;;PV_to_Egrid;3;PV Netzeinspeisung;kWh/m²NGFa;;SUMME(sim[PV_to_Egrid])/1000
🔋;electricity_dispatch;battery_use;;flexible;energy_use;user_electricity;Batt_to_plugloads;3;E-Batterie → Nutzerstrom;kWh/m²NGFa;;SUMME(sim[Batt_to_user])/1000
;electricity_dispatch;battery_use;;flexible;;;Batt_to_HVAC;3;E-Batterie → HKLS;kWh/m²NGFa;;SUMME(K156:K159)
🔋;electricity_dispatch;battery_use;;flexible;energy_use;heating_demand;Batt_to_Eh_min;3;E-Batterie;kWh/m²NGFa;;SUMME(sim[Batt_to_Eh_min])/1000
🔋;electricity_dispatch;battery_use;;flexible;energy_use;cooling_demand;Batt_to_Ec_min;3;E-Batterie;kWh/m²NGFa;;SUMME(sim[Batt_to_Ec_min])/1000
🔋;electricity_dispatch;battery_use;;flexible;energy_use;dhw_demand;Batt_to_Edhw_min;3;E-Batterie;kWh/m²NGFa;;SUMME(sim[Batt_to_Edhw_min])/1000
🔋;electricity_dispatch;battery_use;;flexible;energy_use;vent_el_demand;Batt_to_Ev_min;3;E-Batterie;kWh/m²NGFa;;SUMME(sim[Batt_to_Ev_min])/1000
🔋;electricity_dispatch;battery_use;;flexible;energy_use;ev_local_charge;Batt_to_Eev_min;3;E-Batterie;kWh/m²NGFa;;SUMME(sim[Batt_to_Eev_min])/1000
;electricity_dispatch;battery_use;;flexible;;;Batt_charging_losses;3;E-Batterie Verluste;kWh/m²NGFa;;Batt_total_charge-Batt_total_discharge
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;user_electricity;VRGrid_to_plugloads;3;Flexible Direktdeckung → Nutzerstrom;kWh/m²NGFa;;SUMME(sim[VRGrid_to_user])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;heating_demand;VRGrid_to_Eh_min;3;Flexible Direktdeckung → Heizen;kWh/m²NGFa;;SUMME(sim[VRGrid_to_Eh_min])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;cooling_demand;VRGrid_to_Ec_min;3;Flexible Direktdeckung → Kühlen;kWh/m²NGFa;;SUMME(sim[VRGrid_to_Ec_min])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;dhw_demand;VRGrid_to_Edhw_min;3;Flexible Direktdeckung;kWh/m²NGFa;;SUMME(sim[VRGrid_to_Edhw_min])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;vent_el_demand;VRGrid_to_Ev_min;3;Flexible Direktdeckung;kWh/m²NGFa;;SUMME(sim[VRGrid_to_Ev_min])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;ev_local_charge;VRGrid_to_Eev_min;3;Flexible Direktdeckung;kWh/m²NGFa;;SUMME(sim[VRGrid_to_Eev_min])/1000
🔋;electricity_dispatch;flexible_grid_use;district;flexible;;;VRGrid_to_min;3;Flexible Direktdeckung;kWh/m²NGFa;;VRGrid_to_plugloads+VRGrid_to_Eh_min+VRGrid_to_Ec_min+VRGrid_to_Edhw_min+VRGrid_to_Ev_min+VRGrid_to_Eev_min
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;heating_demand;VRGrid_to_Eh_flex;3;Flexible Überdeckung → Heizen;kWh/m²NGFa;;SUMME(sim[[VRGrid_to_Eh_flex_1el]:[VRGrid_to_Eh_flex_3el]])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;cooling_demand;VRGrid_to_Ec_flex;3;Flexible Überdeckung → Kühlen;kWh/m²NGFa;;SUMME(sim[[VRGrid_to_Ec_flex_1el]:[VRGrid_to_Ec_flex_3el]])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;dhw_demand;VRGrid_to_Edhw_flex;3;Flexible Überdeckung;kWh/m²NGFa;;SUMME(sim[[VRGrid_to_Edhw1_flex]:[VRGrid_to_Edhw2_flex]])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;vent_el_demand;VRGrid_to_Batt;3;Flexible Überdeckung → Batterie;kWh/m²NGFa;;SUMME(sim[VRGrid_to_Batt])/1000
🔋;electricity_dispatch;flexible_grid_use;;flexible;energy_use;ev_local_charge;VRGrid_to_Eev_flex;3;Flexible Überdeckung;kWh/m²NGFa;;SUMME(sim[VRGrid_to_Eev_flex])/1000
🔋;electricity_dispatch;flexible_grid_use;district;flexible;;;VRGrid_to_flex;3;Flexible Überdeckung;kWh/m²NGFa;;VRGrid_to_Eh_flex+VRGrid_to_Ec_flex+VRGrid_to_Edhw_flex+VRGrid_to_Batt+VRGrid_to_Eev_flex
🔋;electricity_dispatch;flexible_grid_use;;flexible;;;VRGrid_to_building;3;Flexible Deckung → Gebäude;kWh/m²NGFa;;SUMME(sim[VRGrid_to_building])/1000
🚗;electricity_dispatch;ev2b_use;;static;energy_use;user_electricity;Eev_to_plugloads;3;E-Car Entladung → Nutzerstrom;kWh/m²NGFa;;-SUMME(sim[Eev_to_user])/1000
;electricity_dispatch;ev2b_use;;static;;;Eev_to_HVAC;3;E-Car Entladung → HKLS;kWh/m²NGFa;;SUMME(K182:K185)
🚗;electricity_dispatch;ev2b_use;;static;energy_use;heating_demand;Eev_to_Eh_min;3;E-Car Entladung;kWh/m²NGFa;;-SUMME(sim[Eev_to_Eh_min])/1000
🚗;electricity_dispatch;ev2b_use;;static;energy_use;cooling_demand;Eev_to_Ec_min;3;E-Car Entladung;kWh/m²NGFa;;-SUMME(sim[Eev_to_Ec_min])/1000
🚗;electricity_dispatch;ev2b_use;;static;energy_use;dhw_demand;Eev_to_Edhw_min;3;E-Car Entladung;kWh/m²NGFa;;-SUMME(sim[Eev_to_Edhw_min])/1000
🚗;electricity_dispatch;ev2b_use;;static;energy_use;vent_el_demand;Eev_to_Ev_min;3;E-Car Entladung;kWh/m²NGFa;;-SUMME(sim[Eev_to_Ev_min])/1000
🚗;electricity_dispatch;ev2b_use;;static;;;Eev_discharge_loss;3;E-Car Entladung;kWh/m²NGFa;;SUMME(sim[Eev_discharge_total])/1000-K187
🚗;electricity_dispatch;ev2b_use;;static;;;Eev_to_district;3;E-Car Entladung;kWh/m²NGFa;;Eev_to_plugloads+Eev_to_Eh_min+Eev_to_Ec_min+Eev_to_Edhw_min+Eev_to_Ev_min
🔌;electricity_dispatch;grid_use;;static;energy_use;user_electricity;Grid_to_plugloads;3;Netzstrom → Nutzerstrom;kWh/m²NGFa;;SUMME(sim[Grid_to_user])/1000
🔌;electricity_dispatch;grid_use;;static;energy_use;heating_demand;Grid_to_Eh_min;3;Netzstrom;kWh/m²NGFa;;SUMME(sim[Grid_to_Eh_min])/1000
🔌;electricity_dispatch;grid_use;;static;energy_use;cooling_demand;Grid_to_Ec_min;3;Netzstrom;kWh/m²NGFa;;SUMME(sim[Grid_to_Ec_min])/1000
🔌;electricity_dispatch;grid_use;;static;energy_use;dhw_demand;Grid_to_Edhw_min;3;Netzstrom;kWh/m²NGFa;;SUMME(sim[Grid_to_Edhw_min])/1000
🔌;electricity_dispatch;grid_use;;static;energy_use;vent_el_demand;Grid_to_Ev_min;3;Netzstrom;kWh/m²NGFa;;SUMME(sim[Grid_to_Ev_min])/1000
🔌;electricity_dispatch;grid_use;;static;;;Grid_to_building_min;3;Netzstrom → Gebäude;kWh/m²NGFa;;SUMME(sim[Grid_to_building_min])/1000
🔌;electricity_dispatch;grid_use;;static;energy_use;ev_local_charge;Grid_to_Eev_min;3;Netzstrom;kWh/m²NGFa;;SUMME(sim[Grid_to_Eev_min])/1000
🔌;electricity_dispatch;grid_use;;static;;;Grid_to_min;3;Netzstrom → Quartier;kWh/m²NGFa;;Grid_to_plugloads+Grid_to_Eh_min+Grid_to_Ec_min+Grid_to_Edhw_min+Grid_to_Ev_min+Grid_to_Eev_min
🔌;electricity_dispatch;ev_charge_ext;external;;;;Eev_ext_charge;3;E-Car Ladung Außerhalb des Quartiers;kWh/m²NGFa;;"EV_charging_losses_surcharge_factor*SUMME(sim[Eev_Cext_res];sim[Eev_Cext_work];sim[Eev_Cext_retail])/1000"
;energy_dispatch;district_heating_use;;static;energy_use;heating_demand;EUIh_district_heating;3;Fernwärme;kWh/m²NGFa;;0,001*(heat_th2_is_dh*SUMME(sim[EUIh_2th])+heat_th4_is_dh*SUMME(sim[EUIh_4th]))
;energy_dispatch;district_heating_use;;static;energy_use;dhw_demand;EUIdhw_district_heating;3;Fernwärme;kWh/m²NGFa;;0,001*(dhw1_is_dh*SUMME(sim[EUIdhw_1th])+dhw2_is_dh*SUMME(sim[EUIdhw_2th]))
;energy_dispatch;district_heating_use;district;static;;;EUI_district_heating;3;Fernwärme;kWh/m²NGFa;;EUIh_district_heating+EUIdhw_district_heating
;energy_dispatch;natural_gas_use;;static;energy_use;heating_demand;EUIh_natural_gas;3;Gas;kWh/m²NGFa;;0,001*(heat_th2_is_ng*SUMME(sim[EUIh_2th])+heat_th4_is_ng*SUMME(sim[EUIh_4th]))
;energy_dispatch;natural_gas_use;;static;energy_use;dhw_demand;EUIdhw_natural_gas;3;Gas;kWh/m²NGFa;;0,001*(dhw1_is_ng*SUMME(sim[EUIdhw_1th])+dhw2_is_ng*SUMME(sim[EUIdhw_2th]))
;energy_dispatch;natural_gas_use;district;static;;;EUI_natural_gas;3;Gas;kWh/m²NGFa;;EUIh_natural_gas+EUIdhw_natural_gas
;energy_dispatch;biomass_use;;static;energy_use;heating_demand;EUIh_biomass;3;Biomasse;kWh/m²NGFa;;0,001*(heat_th2_is_bio*SUMME(sim[EUIh_2th])+heat_th4_is_bio*SUMME(sim[EUIh_4th]))
;energy_dispatch;biomass_use;;static;energy_use;dhw_demand;EUIdhw_biomass;3;Biomasse;kWh/m²NGFa;;0,001*(dhw1_is_bio*SUMME(sim[EUIdhw_1th])+dhw2_is_bio*SUMME(sim[EUIdhw_2th]))
;energy_dispatch;biomass_use;district;static;;;EUI_biomass;3;Biomasse;kWh/m²NGFa;;EUIh_biomass+EUIdhw_biomass
;energy_dispatch;other_use;;static;energy_use;heating_demand;EUIh_other;3;Sonstige;kWh/m²NGFa;;0,001*(heat_th2_is_other*SUMME(sim[EUIh_2th])+heat_th4_is_other*SUMME(sim[EUIh_4th]))
;energy_dispatch;other_use;;static;energy_use;cooling_demand;EUIc_other;3;Sonstige;kWh/m²NGFa;;0,001*cool_th2_is_other*SUMME(sim[EUIc_2th])
;energy_dispatch;other_use;;static;energy_use;dhw_demand;EUIdhw_other;3;Sonstige;kWh/m²NGFa;;0,001*(dhw1_is_other*SUMME(sim[EUIdhw_1th])+dhw2_is_other*SUMME(sim[EUIdhw_2th]))
;energy_dispatch;other_use;district;static;;;EUI_other;3;Sonstige;kWh/m²NGFa;;EUIh_other+EUIc_other+EUIdhw_other
;energy_dispatch;fossile_use;;static;;;EUI_mob_fossil;3;MIV Fossil;kWh/m²NGFa;;PEI_mob_fossile/pe_conversion_factor_gasoline
;energy_dispatch;thermal_energy;;static;heating;system_2;EUIh_2th;3;Heizen 2;kWh/m²NGFa;;SUMME(sim[EUIh_2th])/1000
;energy_dispatch;thermal_energy;;static;heating;system_4;EUIh_4th;3;Heizen 4;kWh/m²NGFa;;SUMME(sim[EUIh_4th])/1000
;energy_dispatch;thermal_energy;;static;cooling;system_2;EUIc_2th;3;Kühlen 2;kWh/m²NGFa;;SUMME(sim[EUIc_2th])/1000
;energy_dispatch;thermal_energy;;static;dhw;system_1;EUIdhw_1th;3;WWWB1;kWh/m²NGFa;;SUMME(sim[EUIdhw_1th])/1000
;energy_dispatch;thermal_energy;;static;dhw;system_2;EUIdhw_2th;3;WWWB2;kWh/m²NGFa;;SUMME(sim[EUIdhw_2th])/1000
;final_energy;;Elektrisch;Quartier;;;Grid_total_flexandnotflex;3;Netzstrom insg. (Flexibel und Inflexibel);kWh/m²NGFa;;VRGrid_to_building+Grid_to_min
;primary_energy_balance;PE-Bilanz;;;;;context_factor_density;3;Kontextfaktor bauliche Dichte;kWhPEges./m²NGFa;;"-MIN(cfd_fPE*(cfd_A/(FSI+cfd_dx)-cfd_EUI);cfd_cutoff)"
;primary_energy_balance;PE-Bilanz;;;;;context_factor_mobility;3;Kontextfaktor Mobilität;kWhPEges./m²NGFa;;per_NFA*(cfm_budget_residential*NFA_residential+cfm_budget_office*NFA_office+cfm_budget_school*(NFA_schoolprim+NFA_schoolsec)+cfm_budget_retail*(NFA_retailfood+NFA_retailother+NFA_other))
;primary_energy_balance;PE-Bilanz;;;;;context_factor_renovation;3;Kontextfaktor Sanierung;kWhPEges./m²NGFa;;"cfr_budget*SUMMENPRODUKT(Renovation_shares;NFA_shares)"
;primary_energy_balance;demand;;annual;operation;;PEI_demand;3;Betriebsenergie;kWhPEges./m²NGFa;;PEI_el_plugloads+PEI_el_hvac+PEI_district_heating+PEI_natural_gas+PEI_biomass+PEI_other
;primary_energy_balance;demand;;annual;plugloads;electricity;PEI_el_plugloads;3;Nutzerstrom;kWhPEges./m²NGFa;;SUMME(sim[PEI_el_user])/1000
;primary_energy_balance;demand;;annual;hvac;electricity;PEI_el_hvac;3;HKLS Strom;kWhPEges./m²NGFa;;SUMME(sim[PEI_el_hvac])/1000
;primary_energy_balance;demand;;annual;hvac;district_heating;PEI_district_heating;3;HKLS Fernwärme;kWhPEges./m²NGFa;;SUMME(sim[PEI_district_heating])/1000
;primary_energy_balance;demand;;annual;hvac;natural_gas;PEI_natural_gas;3;HKLS Erdgas;kWhPEges./m²NGFa;;SUMME(sim[PEI_natural_gas])/1000
;primary_energy_balance;demand;;annual;hvac;biomass;PEI_biomass;3;HKLS Biomasse;kWhPEges./m²NGFa;;SUMME(sim[PEI_biomass])/1000
;primary_energy_balance;demand;;annual;hvac;other;PEI_other;3;HKLS Sonstige;kWhPEges./m²NGFa;;SUMME(sim[PEI_other])/1000
;primary_energy_balance;demand;;annual;mobility;;PEI_mob_total;3;Mobilität (MIV);kWhPEges./m²NGFa;;PEI_mob_fossile+PEI_mob_el
;primary_energy_balance;demand;;annual;mobility;fossile;PEI_mob_fossile;3;MIV Fossil;kWhPEges./m²NGFa;;EUI_mob_fossile*pe_conversion_factor_gasoline
;primary_energy_balance;demand;;annual;mobility;electricity;PEI_mob_el;3;MIV Elektrisch;kWhPEges./m²NGFa;;UED_mob_el_target*EV_charging_losses_surcharge_factor*MITTELWERT(sim[cf_PEI_grid])
;primary_energy_balance;demand;;annual;storage;;PEI_storage_losses;3;Speicher-Verluste;kWhPEges./m²NGFa;;"0,001*(SUMMENPRODUKT(sim[Batt_total_charge];sim[cf_PEI_flex_gridsub])/Batt_eff_factor_charge-SUMMENPRODUKT(sim[Batt_total_discharge];sim[cf_PEI_flex_gridsub])*Batt_eff_factor_discharge)"
;primary_energy_balance;supply;;annual;context_factor;density;PEI_cf_density;3;Kontext bauliche Dichte;kWhPEges./m²NGFa;;context_factor_density
;primary_energy_balance;supply;;annual;context_factor;mobility;PEI_cf_mobility;3;Kontext Mobilität;kWhPEges./m²NGFa;;mobility_is_included*context_factor_mobility
;primary_energy_balance;supply;;annual;context_factor;renovation;PEI_cf_renovation;3;Kontext Sanierung;kWhPEges./m²NGFa;;context_factor_renovation
;primary_energy_balance;supply;;annual;;;PEI_sub_PV;3;Lokale Erneuerbare (Netzstrom Substitutionsäquivalent);kWhPEges./m²NGFa;;"SUMMENPRODUKT(sim[PV_yield];sim[cf_PEI_grid])/1000"
;primary_energy_balance;supply;;annual;;;PEI_sub_flex;3;Energieflexibilität (Netzstrom Substitutionsäquivalent);kWhPEges./m²NGFa;;SUMME(sim[PEI_flex_grid_substitution])/1000
;primary_energy_balance;balance;;annual;;;PEI_balance;3;PE-Bilanz Netzäquivalent;kWhPEges./m²NGFa;;PEI_cf_renovation+PEI_cf_mobility+PEI_cf_density+PEI_sub_flex+PEI_sub_PV-PEI_demand-PEI_mob_total-PEI_storage_losses
;pe_import_export_balance;;import;;;;PEI_grid_import;3;Netzbezug;kWhPEges./m²NGFa;;0,001*SUMME(sim[cf_PEI_grid]*sim[E_grid])
;pe_import_export_balance;;import;;;;PEI_flex_import;3;Flexibler Bezug;kWhPEges./m²NGFa;;"SUMMENPRODUKT(sim[cf_PEI_flex_grid];sim[VRGrid_total_min_use]+sim[VRGrid_total_flex_use])/1000"
;pe_import_export_balance;;import;;;;PEI_evExtCharge_import;3;EV Externe Beladung;kWhPEges./m²NGFa;;"0,001*SUMMENPRODUKT(sim[cf_PEI_grid];sim[Eev_Cext_res]+sim[Eev_Cext_work]+sim[Eev_Cext_retail])*EV_charging_losses_surcharge_factor"
;pe_import_export_balance;;import;;;;PEI_import;3;Primärenergie-Import;kWhPEges./m²NGFa;;PEI_district_heating+PEI_natural_gas+PEI_flex_import+PEI_biomass+PEI_other+PEI_mob_fossile+PEI_grid_import+PEI_evExtCharge_import
;pe_import_export_balance;;export;;;;PEI_pv_export;3;PV Netzeinspeisung PE;kWhPEges./m²NGFa;;"SUMMENPRODUKT(sim[PV_to_Egrid];sim[cf_PEI_grid])/1000"
;pe_import_export_balance;;export;;;;PEI_evOtherTravel_export;3;EV Other Travels;;;UED_mob_el_other*EV_charging_losses_surcharge_factor*MITTELWERT(sim[cf_PEI_grid])
;pe_import_export_balance;;export;;;;PEI_export;3;Primärenergie-Export;kWhPEges./m²NGFa;;PEI_pv_export+PEI_evOtherTravel_export
;pe_import_export_balance;;;;;;PEI_saldo_project;3;PE-IE-Bilanz Projektwert;kWhPEges./m²NGFa;;PEI_export-PEI_import
;pe_import_export_balance;;;;;;PEI_saldo_target;3;PE-IE-Bilanz Zielwert;kWhPEges./m²NGFa;;-PEI_cf_density-PEI_cf_mobility-PEI_cf_renovation
;pe_import_export_balance;;;;;;PEI_importExport_balance;3;importExport Saldo Projektwert - Zielwert;kWhPEges./m²NGFa;;PEI_saldo_project-PEI_saldo_target
;;;;;;;fPE_grid;3;PE Faktor Netzstrom Statistisch;;;MITTELWERT(sim[cf_PEI_grid])
;;;;;;;fPE_eff;3;PE Faktor Netzstrom Effektiv;;;(K249+K250+K251)/(Grid_to_min+VRGrid_to_min+VRGrid_to_flex+Eev_ext_charge)
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_walls_fossile;3;Bauteil Außenwand fossil;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(GWP_walls_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_walls_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_walls_biogenic;3;Bauteil Außenwand biogen;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(GWP_walls_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_walls_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_walls_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_life_walls;3;Bauteil Außenwand Lebensdauer;Jahre;;"WENNNV(SVERWEIS(GWP_walls_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
;embodied_emissions;;;;;;GWP_ee_lc_walls_fossil;3;;;;"GWP_ee_walls_fossile*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_walls; 0))"
;embodied_emissions;;;;;;GWP_ee_lc_walls_biogenic;3;;;;"GWP_ee_walls_biogenic*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_walls; 0))"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_walls;3;Bauteil Außenwand;GWP 100A (kgCO2equiv/m²BGF);;GWP_ee_lc_walls_fossil+GWP_ee_lc_walls_biogenic
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_windows_fossile;3;Bauteil Fenster fossil;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(GWP_windows_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_windows_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_windows_bigenic;3;Bauteil Fenster biogen;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(GWP_windows_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_windows_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_windows_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_life_windows;3;Bauteil Fenster Lebensdauer;Jahre;;"WENNNV(SVERWEIS(GWP_windows_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
;embodied_emissions;;;;;;GWP_ee_lc_windows_fossile;3;;;;"(GWP_ee_windows_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_windows; 0))"
;embodied_emissions;;;;;;GWP_ee_lc_windows_biogenic;3;;;;"(GWP_ee_windows_bigenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_windows; 0))"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_windows;3;Bauteil Fenster;GWP 100A (kgCO2equiv/m²BGF);;GWP_ee_lc_windows_fossile+GWP_ee_lc_windows_biogenic
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_roof_fossile;3;Bauteil Dach fossil;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(GWP_roof_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_roof_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_roof_biogenic;3;Bauteil Dach biogen;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(GWP_roof_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_roof_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_roof_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_life_roof;3;Bauteil Dach Lebensdauer;Jahre;;"WENNNV(SVERWEIS(GWP_roof_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
;embodied_emissions;;;;;;GWP_ee_lc_roof_fossile;3;;;;"(GWP_ee_roof_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_roof; 0))"
;embodied_emissions;;;;;;GWP_ee_lc_roof_biogenic;3;;;;"(GWP_ee_roof_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_roof; 0))"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_roof;3;Bauteil Dach;GWP 100A (kgCO2equiv/m²BGF);;GWP_ee_lc_roof_fossile+GWP_ee_lc_roof_biogenic
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_ground_fossile;3;Bauteil Decke gegen Erdreich / Keller fossil;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(GWP_ground_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_ground_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_ground_biogenic;3;Bauteil Decke gegen Erdreich / Keller biogen;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(GWP_ground_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_ground_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_ground_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_life_ground;3;Bauteil Decke gegen Erdreich / Keller Lebensdauer;Jahre;;"WENNNV(SVERWEIS(GWP_ground_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
;embodied_emissions;;;;;;GWP_ee_lc_ground_fossile;3;;;;"(GWP_ee_ground_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_ground; 0))"
;embodied_emissions;;;;;;GWP_ee_lc_ground_biogenic;3;;;;"(GWP_ee_ground_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_ground; 0))"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_ground;3;Bauteil Decke gegen Erdreich / Keller;GWP 100A (kgCO2equiv/m²BGF);;GWP_ee_lc_ground_fossile+GWP_ee_lc_ground_biogenic
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_ceilings_fossile;3;Bauteil Zwischengeschoßdecken fossil;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(COMP_name_ceiling;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(COMP_name_ceiling;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_ee_ceilings_biogenic;3;Bauteil Zwischengeschoßdecken biogen;GWP 100A (kgCO2equiv/m²BGF);;"WENNNV(SVERWEIS(COMP_name_ceiling;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(COMP_name_ceiling;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(COMP_name_ceiling;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
☁;embodied_emissions;THG-Bilanz;Graue Emissionen;;;;GWP_life_ceilings;3;Bauteil Zwischengeschoßdecken Lebensdauer;Jahre;;"WENNNV(SVERWEIS(COMP_name_ceiling;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
;embodied_emissions;;;;;;GWP_ee_lc_ceilings_fossile;3;;;;"(GWP_ee_ceilings_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_ceilings; 0))"
;embodied_emissions;;;;;;GWP_ee_lc_ceilings_biogenic;3;;;;"(GWP_ee_ceilings_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_ceilings; 0))"
