Icon;Name;Einheit;Kommentar;Type;var_name;ka;Default;Gründerzeit | Ausgangslage Gas;Gründerzeit | thermisch Saniert + Fernwärme;Gründerzeit | thermisch Saniert mit flexibler Wärmepumpe;Volksschule Neubau | Ökologisch;Wohnen Neubau 2.5 Geschosse | PEQ Deklaration;mg. Wohnbau 90er Sanierung | klimaneutrales PEQ Deklaration FW;Mischnutzung Neubau 7-stöckig | PEQ+M Deklaration;Südtiroler Quartier | Planung;Südtiroler Quartier | Ohne Tiefgarage;Südtiroler Quartier | PH;Südtiroler Quartier | PV x2;Südtiroler Quartier | Flexible HKLS mit WP;Südtiroler Quartier | Mob. Opt.;Südtiroler Quartier | Alle Maßnahmen;Südtiroler Quartier | Alle 150%PV;Südtiroler Quartier | Planung v2;Südtiroler Quartier | STB Zwischendecken;Südtiroler Quartier | test
👤;Gleichzeitigkeitsfaktor Innere Wärmen Winter Wohnen;;;;usage_concurrency_winter_res;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Winter Büro;;;;usage_concurrency_winter_office;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Winter Bildung sekundär;;;;usage_concurrency_winter_edusec;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Winter Bildung primär;;;;usage_concurrency_winter_eduprim;1;0.5;1;0.5;1;0.5;1;0.5;1;1;1;1;0.5;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Winter Handel Lebensmittel;;;;usage_concurrency_winter_retailfood;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Winter Handel sonstiger;;;;usage_concurrency_winter_retailother;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Winter Sonstige Nutzung;;;;usage_concurrency_winter_other;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Sommer Wohnen;;;;usage_concurrency_summer_res;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Sommer Büro;;;;usage_concurrency_summer_office;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Sommer Bildung sekundär;;;;usage_concurrency_summer_edusec;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Sommer Bildung primär;;;;usage_concurrency_summer_eduprim;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Sommer Handel Lebensmittel;;;;usage_concurrency_summer_retailfood;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Sommer Handel sonstiger;;;;usage_concurrency_summer_retailother;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Gleichzeitigkeitsfaktor Innere Wärmen Sommer Sonstige Nutzung;;;;usage_concurrency_summer_other;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;WWWB Wohnen;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);DHW_demand_residential_kWhm2;1;15.975;15.974999999999998;7;12.78;12.78;15.975;15.975;12.78;15.975;15.975;15.975;15.975;15.975;15.975;15.975;12.78;12.780000000000001;15.975;12.780000000000001
👤;WWWB Büro;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);DHW_demand_office_kWhm2;1;3.18569125662086;6.9375;3.18569125662086;3.03;3.03;3.18569125662086;6.9375;6.9375;6.9375;6.9375;6.9375;3.18569125662086;6.9375;6.9375;6.9375;6.9375;6.9375;6.9375;6.9375
👤;WWWB Bildung sekundär;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);DHW_demand_schoolsec_kWhm2;1;5.172825621784089;4.2;5.172825621784089;3.36;3.36;5.172825621784089;4.2;4.2;4.2;4.2;4.2;5.172825621784089;4.2;4.2;4.2;4.2;4.2;4.2;4.2
👤;WWWB Bildung primär;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);DHW_demand_schoolprim_kWhm2;1;5.172825621784089;5.8875;5.172825621784089;3.36;3.36;5.172825621784089;5.8875;5.8875;5.8875;5.8875;5.8875;5.172825621784089;5.8875;5.8875;5.8875;5.8875;5.8875;5.8875;5.8875
👤;WWWB Handel Lebensmittel;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);DHW_demand_retailfood_kWhm2;1;6.6736744322487604;7.925000000000001;6.6736744322487604;6.34;6.34;6.6736744322487604;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;6.6736744322487604;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001
👤;WWWB Handel sonstiger;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);DHW_demand_retailother_kWhm2;1;6.6736744322487604;7.925000000000001;6.6736744322487604;6.34;6.34;6.6736744322487604;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;6.6736744322487604;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001
👤;WWWB Sonstige Nutzung;kWh/m²NGFa;Input fehlt;Neu (default, nicht berechenbar);DHW_demand_other_kWhm2;1;5;7.925000000000001;5;6.34;6.34;5;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;5;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001;7.925000000000001
👤;Allgemeinstrom Wohnen;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);aux_el_demand_residential_kWhm2;1;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613
👤;Allgemeinstrom Büro;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);aux_el_demand_office_kWhm2;1;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613
👤;Allgemeinstrom Bildung sekundär;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);aux_el_demand_schoolsec_kWhm2;1;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307
👤;Allgemeinstrom Bildung primär;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);aux_el_demand_schoolprim_kWhm2;1;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307;0.8760000000001307
👤;Allgemeinstrom Handel lebensmittel;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);aux_el_demand_retailfood_kWhm2;1;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613
👤;Allgemeinstrom Handel sonstiger;kWh/m²NGFa;Input fehlt;Neu (aus alt Berechenbar);aux_el_demand_retailother_kWhm2;1;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613;1.7520000000002613
👤;Allgemeinstrom Sonstige Nutzung;kWh/m²NGFa;Input fehlt;Neu (default, nicht berechenbar);aux_el_demand_other_kWhm2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
👤;Nutzerstrom Wohnen;Faktor;;Neu (aus alt Berechenbar);Plugloads_scale_res;1;1.3;1;1.3;1.2980912461638558;1.2980912461638558;1;1;1;1;1;1;1.3;1;1;1;1;1;1;1
👤;Nutzerstrom Büro;Faktor;;Neu (aus alt Berechenbar);Plugloads_scale_office;1;0.7893656420695065;1;0.7893656420695065;0.8605103643254617;0.8605103643254617;0.7893656420695065;1;1;1;1;1;0.7893656420695065;1;1;1;1;1;1;1
👤;Nutzerstrom Bildung sekundär;Faktor;;Neu (aus alt Berechenbar);Plugloads_scale_schoolsec;1;0.2289778301090911;0.48;0.2289778301090911;0.05124294858539203;0.05124294858539203;0.2289778301090911;0.48;0.48;0.48;0.48;0.48;0.2289778301090911;0.48;0.48;0.48;0.48;0.48;0.48;0.48
👤;Nutzerstrom Bildung primär;Faktor;;Neu (aus alt Berechenbar);Plugloads_scale_schoolprim;1;0.21926295960703446;0.8;0.21926295960703446;0.08540491430897461;0.08540491430897461;0.21926295960703446;0.8;0.8;0.8;0.8;0.8;0.21926295960703446;0.8;0.8;0.8;0.8;0.8;0.8;0.8
👤;Nutzerstrom Handel Lebensmittel;Faktor;;Neu (aus alt Berechenbar);Plugloads_scale_retailfood;1;1;0.20067751137853007;1;0.20067751137853007;0.20067751137853007;1;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;1;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007
👤;Nutzerstrom Handel sonstiger;Faktor;;Neu (aus alt Berechenbar);Plugloads_scale_retailother;1;0.14364001266964546;0.20067751137853007;0.14364001266964546;0.20067751137853007;0.20067751137853007;0.14364001266964546;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.14364001266964546;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007;0.20067751137853007
👤;Nutzerstrom Sonstige Nutzung;Faktor;;Neu (default, nicht berechenbar);Plugloads_scale_other;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
🚗;Belegungsdichte Wohnen;m²NF/Pers;;Deklarationsparameter;density_NFApPers_residential;1;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7;41.7
🚗;Belegungsdichte Büro;m²NF/Pers;;Deklarationsparameter;density_NFApPers_office;1;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9;5.9
🚗;Belegungsdichte Ausbildung Sekundär;m²NF/Pers;;Deklarationsparameter;density_NFApPers_edu;1;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5
🚗;Belegungsdichte Handel Supermarkt;m²NF/Pers;;Deklarationsparameter;density_NFApPers_retail;1;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7
🚗;Belegungsdichte Ausbildung Primär;m²NF/Pers;;Deklarationsparameter;density_NFApPers_edu_rpim;1;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5
🚗;Belegungsdichte Handel Sonstige;m²NF/Pers;;Deklarationsparameter;density_NFApPers_retail_other;1;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7;10.7
🚗;Gleichzeitigkeitsfaktorsfaktor Ausbildung;;1 statistische Nutzer ist x realer Nutzer zwecks Wege, die ins Quartier führen);;mob_simultaneity_edu;1;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14
🚗;Gleichzeitigkeitsfaktorsfaktor Einkaufen;;wieviele Verkaufsflchen werden von mehreren Nutzern aufgesucht?;;mob_simultaneity_retail;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🚗;Gleichzetigkeitsfaktor Arbeit;;;;mob_simultaneity_office;1;0.3;1;0.3;1;1;1;1;1;1;1;1;0.3;1;1;1;1;1;1;1
🚗;Autos pro Nutzung Wohnen;pro 100m²;;;mob_motorization_perNFA_residential;1;1.2;0.5;1.2;0.5;0.5;1.5;0.5;0.5;0.5;0.5;0.5;1.2;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🚗;Autos pro Nutzung Arbeit;pro 100m²;;;mob_motorization_perNFA_work;1;2;5;2;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5
🚗;Autos pro Nutzung Einkaufen;pro 100m²;;;mob_motorization_perNFA_retail;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
💡;Beleuchtung maximal Büro;W/m²;;;Plight_max_office;1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
💡;Beleuchtung maximal Ausbildung Sekundär;W/m²;;;Plight_max_schoolsec;1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
💡;Beleuchtung maximal Ausbildung Primär;W/m²;;;Plight_max_schoolprim;1;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
💡;Beleuchtung minimal Büro;W/m²;;;Plight_min_office;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
💡;Beleuchtung minimal Ausbildung Sekundär;W/m²;;;Plight_min_schoolsec;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
💡;Beleuchtung minimal Ausbildung Primär;W/m²;;;Plight_min_schoolprim;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
💡;Beleuchtung Skalierung Büro;kWh/m²a;;;lighting_factor_office;1;1;1;1;1;1;0.3302807386278337;1;1;1;1;1;1;1;1;1;1;1;1;1
💡;Beleuchtung Skalierung Ausbildung Sekundär;kWh/m²a;;;lighting_factor_schoolsec;1;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793
💡;Beleuchtung Skalierung Ausbildung Primär;kWh/m²a;;;lighting_factor_schoolprim;1;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793;0.7753140021708793
💡;Tageslichtkoeffizient Büro;-;;;Daylightcoefficient_office;1;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04
💡;Tageslichtkoeffizient Ausbildung Sekundär;-;;;Daylightcoefficient_schoolsec;1;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04
💡;Tageslichtkoeffizient Ausbildung Primär;-;;;Daylightcoefficient_schoolprim;1;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04
♨️;Heizperiode Jänner;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
♨️;Heizperiode Februar;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
♨️;Heizperiode März;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
♨️;Heizperiode April;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month4;2;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0
♨️;Heizperiode Mai;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
♨️;Heizperiode Juni;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
♨️;Heizperiode Juli;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
♨️;Heizperiode August;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
♨️;Heizperiode September;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month9;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
♨️;Heizperiode Oktober;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month10;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
♨️;Heizperiode November;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month11;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
♨️;Heizperiode Dezember;Bool;Input fehlt;Neu (aus alt Berechenbar);heating_month12;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
♨️;spez. thermische Leistung Abgabesystem;W/m²;raumseitig;Neu (aus alt Berechenbar);QHmax_room_m²;2;23.727093654867787;90;90;30;20;9.807646513197277;60;60;40;40;40;40;40;40;40;40;40;40;40
♨️;Thermische Leistung Abgabesystem;MW;raumseitig;Zwischenrechnung;QHmax_room_MW;0;0.003796334984778846;12.995424;12.995424;4.331808;0.209104;0.04618224590134333;0.468528;1.608288;1.0175731199999998;1.0175731199999998;1.0175731199999998;12.995424;1.0175731199999998;1.0175731199999998;1.0175731199999998;1.0175731199999998;1.0175731199999998;1.0175731199999998;1.0175731199999998
♨️;Thermische Leistung HZEL1;W/m²;raumseitig, Elektrische Heizung PRIO1;Neu (aus alt Berechenbar);QHmax_1el_m²;2;23.727093654867787;0;0;30;20;9.807646513197277;25;40;0;0;0;0;40;0;40;40;0;0;0
♨️;Thermische Leistung HZTH2;W/m²;raumseitig, thermische Heizung PRIO 2;Neu (aus alt Berechenbar);QHmax_2th_m²;2;23.727093654867787;90;90;0;0;9.807646513197277;20;20;40;40;40;40;0;40;0;0;40;40;40
♨️;Thermische Leistung HZEL3;W/m²;raumseitig, Elektrisch, PRIO3;Neu (default, nicht berechenbar);QHmax_3el_m²;2;23.727093654867787;90;90;90;23.727093654867787;0;60;60;90;90;90;90;90;90;90;90;90;90;90
♨️;Thermische Leistung HZTH4;W/m²;raumseitig, thermisch PRIO4;Neu (default, nicht berechenbar);QHmax_4th_m²;2;23.727093654867787;0;0;0;23.727093654867787;0;60;60;0;0;0;0;0;0;0;0;0;0;0
♨️;Verteilverluste HZEL1;;;Neu (aus alt Berechenbar);QH_distr_loss_1el;2;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.052861628004185035;0.052861628004185035;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044
♨️;Verteilverluste HZTH2;;;Neu (aus alt Berechenbar);QH_distr_loss_2th;2;0.05;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.95;0.050000000000000044;0.052861628004185035;0.052861628004185035;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044
♨️;Verteilverluste HZEL3;;;Neu (aus alt Berechenbar);QH_distr_loss_3el;2;0.05;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.95;0.050000000000000044;0.052861628004185035;0.052861628004185035;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044;0.050000000000000044
♨️;Verteilverluste HZTH4;;;Neu (aus alt Berechenbar);QH_distr_loss_4th;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
♨️;Wirkungsgrad Erzeugung HZEL1;;;Neu (aus alt Berechenbar);heat_cop_1el;2;4.6;4.5;4.5;4.5;5;3.45;5;4.6;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5
♨️;Wirkungsgrad Erzeugung HZTH2;;;Neu (aus alt Berechenbar);heat_cop_2th;2;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95
♨️;Wirkungsgrad Erzeugung HZEL3;;;Neu (default, nicht berechenbar);heat_cop_3el;2;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
♨️;Wirkungsgrad Erzeugung HZTH4;;;Neu (default, nicht berechenbar);heat_cop_4th;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
♨️;Wirkungsgrad-Kehrwert Erzeugung HZEL1;;weil schneller als divison durch Wirkugsgrad;Zwischenrechnung;QH_generation_eff_1el;0;0.2173913043478261;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2;0.2898550724637681;0.2;0.2173913043478261;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222;0.2222222222222222
♨️;Wirkungsgrad-Kehrwert Erzeugung HZTH2;;;Zwischenrechnung;QH_generation_eff_2th;0;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684
♨️;Wirkungsgrad-Kehrwert Erzeugung HZEL3;;;Zwischenrechnung;QH_generation_eff_3el;0;0;0;0;0;0;0;0.25;0.25;0;0;0;0;0;0;0;0;0;0;0
♨️;Wirkungsgrad-Kehrwert Erzeugung HZTH4;;;Zwischenrechnung;QH_generation_eff_4th;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
♨️;Hilfsstromanteil HZAbwärme;;;Neu (default, nicht berechenbar);QH_aux_wasteheat;1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
♨️;Hilfsstromanteil HZEL1;;am thermischen Energiebedarf;Neu (aus alt Berechenbar);QH_aux_el_to_th_1el;2;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
♨️;Hilfsstromanteil HZTH2;;am thermischen Energiebedarf;Neu (aus alt Berechenbar);QH_aux_el_to_th_2th;2;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
♨️;Hilfsstromanteil HZEL3;;am thermischen Energiebedarf;Neu (default, nicht berechenbar);QH_aux_el_to_th_3el;2;0;0;0;0;0;0;0.02;0.02;0;0;0;0;0;0;0;0;0;0;0
♨️;Hilfsstromanteil HZTH4;;am thermischen Energiebedarf;Neu (default, nicht berechenbar);QH_aux_el_to_th_4th;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
♨️;Energieträger HZTH2;;;Neu (default, nicht berechenbar);heat_th2_carrier_type;2;Fernwärme Wien;Erdgas;Erdgas;Fernwärme aus Heizwerk (nicht erneuerbar);Fernwärme Wien;Fernwärme Wien;Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert)
♨️;Energieträger HZTH4;;;Neu (default, nicht berechenbar);heat_th4_carrier_type;2;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien;Fernwärme Wien
♨️;Heizen Raumtemperatur Minimum;°C;;Neu (aus alt Berechenbar);Tsetheat_min;2;21;21;21;21;22;22;22;22;20;20;20;20;20;20;20;20;20;20;20
❄️;Kühlperiode Jänner;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Kühlperiode Februar;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Kühlperiode März;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month3;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Kühlperiode April;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
