ID;Kategorie;Name;Bereich;var_name;Einheit;Label;Kommentar;Default;Gründerzeit | Ausgangslage Gas;Gründerzeit | thermisch Saniert + Fernwärme;Gründerzeit | thermisch Saniert mit flexibler Wärmepumpe;Volksschule Neubau | Ökologisch;Wohnen Neubau 2.5 Geschosse | PEQ Deklaration;mg. Wohnbau 90er Sanierung | klimaneutrales PEQ Deklaration FW;Mischnutzung Neubau 7-stöckig | PEQ+M Deklaration;Südtiroler Quartier | Planung;Südtiroler Quartier | Ohne Tiefgarage;Südtiroler Quartier | PH;Südtiroler Quartier | PV x2;Südtiroler Quartier | Flexible HKLS mit WP;Südtiroler Quartier | Mob. Opt.;Südtiroler Quartier | Alle Maßnahmen;Südtiroler Quartier | Alle 150%PV;Südtiroler Quartier | Planung v2;Südtiroler Quartier | STB Zwischendecken;Südtiroler Quartier | test
;Wärmebilanz;Nachtlüftung;Quartier;QVn;kWh/m²NGFa;🌒 Nachtlüftung;;0;0;0;11.729949169422962;0;0;0;0;14.422493482349681;14.422493482349681;0;1.7112168861457895;14.479535031713079;14.422493482349681;0;0;14.422493482349681;14.422493482349681;14.422493482349681
;Wärmebilanz;Solare Gewinne;Quartier;QS;kWh/m²NGFa;🌞 Solare Gewinne;;64.06876478675333;27.288218300958405;27.288218300958405;28.706012386328876;27.808626167217827;19.118452658121694;13.653705204885066;14.993362792211228;39.28425413087579;39.28425413087579;39.28425413087579;27.288218300958405;39.28425413087579;39.28425413087579;39.28425413087579;39.342103557944874;39.342103557944874;39.28425413087579;39.342103557944874
;Wärmebilanz;Innere Wärmen;Quartier;QI;kWh/m²NGFa;👤 Innere Wärmen;;42.839141611383184;43.92739641258491;43.92739641258491;43.90537965701164;33.73051676763501;42.83914161138317;42.83914161138317;48.50256005067759;43.18242419743339;43.18242419743339;43.18242419743339;43.92739641258491;43.18242419743339;43.18242419743339;43.18242419743339;43.18242419743339;43.18242419743339;43.18242419743339;43.18242419743339
;Wärmebilanz;Heizwärmebedarf;Quartier;QH;kWh/m²NGFa;♨️ Heizwärmebedarf;;50.08405797849799;50.31603522149478;50.31603522149478;36.05911069703554;17.807196369802426;9.761590631969847;33.56355516483513;13.977617190906354;27.283621574874385;27.283621574874385;13.51047338837219;127.92774234393957;30.505699467750606;27.283621574874385;12.918531152034396;12.746361018871497;27.281101227567458;27.283621574874385;27.281101227567458
;Wärmebilanz;Kühlbedarf (KB);Quartier;QC;kWh/m²NGFa;❄️ Kühlbedarf (KB);;0;0;0;2.1240181731847447;18.46374503777268;19.979299496316145;10.181101163707652;10.455444706378247;4.682598909180451;4.682598909180451;4.859202810413567;0;5.784323310267191;4.682598909180451;6.014438272536393;5.380753717215052;4.358919963897129;4.682598909180451;4.358919963897129
;Wärmebilanz;ML Wärmerückgewinnung;Quartier;QV_heatrecovery;kWh/m²NGFa;;;4.455666533407114;4.459969296653123;4.459969296653123;3.3108804070118256;24.080872235291594;36.02846048702798;20.640729306248296;8.684317527302122;1.5932836693857622;1.5932836693857622;19.6981309635323;0.2462607871117027;1.6028528251825924;1.5932836693857622;27.056559039741764;27.090279862632194;1.615377518505525;1.5932836693857622;1.615377518505525
;Wärmebilanz;Transmissionswärmeverl.;Heizperiode;QT_winter;kWh/m²NGFa;;;52.077415843897484;52.21611422248923;52.21611422248923;35.893834706318145;27.429532224335283;29.530635751753714;40.91157478172464;26.638156850712733;36.814163629522824;36.814163629522824;30.424988662487532;122.9069141657542;38.52090815120048;36.814163629522824;34.08515670744804;38.183192631650876;32.83614277688347;36.814163629522824;32.83614277688347
;Wärmebilanz;Lüftungswärmeverluste;Heizperiode;QV_winter;kWh/m²NGFa;;;35.76638893178499;35.859667796189925;35.859667796189925;36.80306602173984;16.402764194563257;8.58835264175723;22.396497604012467;26.598232481544386;29.601851207831032;29.601851207831032;22.286723951069444;37.95770466986426;30.98153505864968;29.601851207831032;17.789206138995112;21.896180403535816;26.394371026701688;29.601851207831032;26.394371026701688
;Wärmebilanz;Nachtlüftung;Heizperiode;QVn_winter;kWh/m²NGFa;;;0;0;0;0.5359547207143716;0;0;0;0;0;0;0;0;0.051111220312718926;0;0;0;0;0;0
;Wärmebilanz;Solare Gewinne;Heizperiode;QS_winter;kWh/m²NGFa;;;20.86812102679958;9.27664715422848;9.27664715422848;11.683300003623577;12.427860737136477;12.42479120259814;9.856012030181024;10.525992982028162;18.70841022006438;18.70841022006438;18.70841022006438;12.227477956579461;18.70841022006438;18.70841022006438;18.70841022006438;22.16733980294132;14.600070973857456;18.70841022006438;14.600070973857456
;Wärmebilanz;Innere Wärmen;Heizperiode;QI_winter;kWh/m²NGFa;;;16.69586962797004;17.547612845657934;17.547612845657934;25.1657746214341;13.563130449257233;16.69586962797004;20.23734612889104;28.888323048879595;20.51103497978151;20.51103497978151;20.51103497978151;21.125304982568927;20.51103497978151;20.51103497978151;20.51103497978151;24.631489992182107;16.95746400903943;20.51103497978151;16.95746400903943
;Wärmebilanz;Heizwärmebedarf;Heizperiode;QH_winter;kWh/m²NGFa;;;50.08405797849799;50.31603522149478;50.31603522149478;36.05911069703554;17.807196369802426;9.761590631969849;33.56355516483513;13.977617190906354;27.283621574874385;27.283621574874385;13.51047338837219;127.92774234393957;30.50569946775061;27.283621574874385;12.918531152034397;12.746361018871497;27.281101227567458;27.283621574874385;27.281101227567458
;Wärmebilanz;Kühlbedarf (KB);Heizperiode;QC_winter;kWh/m²NGFa;;;0;0;0;0;0.1240678661460461;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Wärmebilanz;Transmission AW;Heizperiode;QT_wall_winter;kWh/m²NGFa;;;14.944494667645964;14.984296511606283;14.984296511606283;12.91675721115764;7.295026287604163;6.808778493640743;7.974730452723471;4.361035467082594;9.787636863687508;9.787636863687508;8.341501001931153;56.32343996322911;10.241402315630914;9.787636863687508;8.84469502328175;9.90808687607926;8.730016108435946;9.787636863687508;8.730016108435946
;Wärmebilanz;Transmission Dach;Heizperiode;QT_roof_winter;kWh/m²NGFa;;;5.125609616956188;5.139260711805001;5.139260711805001;2.516637129351491;3.0492494130227366;3.8005876563048044;3.504055017627747;3.18370006451337;2.086568349693184;2.086568349693184;3.0087598921496066;11.742815871230432;2.183303919616302;2.086568349693184;3.190260798168636;3.5738237511186006;1.86110044312691;2.086568349693184;1.86110044312691
;Wärmebilanz;Transmission KD/EFB;Heizperiode;QT_ground_winter;kWh/m²NGFa;;;9.476782866657883;9.502022491101068;9.502022491101068;2.9038120723286425;5.420675746128307;4.487647596724447;13.804624465099538;3.162100181472087;6.263323711592944;6.263323711592944;2.619134322415476;16.65368988997806;6.5536981864779955;6.263323711592944;2.777131394147349;3.111024071160053;5.586528970789262;6.263323711592944;5.586528970789262
;Wärmebilanz;Transmission Fenster;Heizperiode;QT_window_winter;kWh/m²NGFa;;;17.796218161374046;17.843615033205133;17.843615033205133;15.847398069369984;9.170986939004148;11.749018754924293;13.67999461857271;13.509670514852617;15.329892556410751;15.329892556410751;13.689685385765157;32.33425824294734;16.040602988457046;15.329892556410751;16.1744188820823;18.11905860314288;13.673393365723767;15.329892556410751;13.673393365723767
;Wärmebilanz;Transmission Wärmebrücken;Heizperiode;QT_psi_winter;kWh/m²NGFa;;;4.734310531263408;4.746919474771749;4.746919474771749;1.709230224110388;2.493593838575935;2.684603250159429;1.9481702277011734;2.421650622792067;3.3467421481384387;3.3467421481384387;2.7659080602261397;5.852710198369249;3.5019007410182255;3.3467421481384387;3.0986506097680038;3.4711993301500796;2.9851038888075885;3.3467421481384387;2.9851038888075885
;Wärmebilanz;Infiltration;Heizperiode;QV_inf_winter;kWh/m²NGFa;;;9.99251178281676;10.01912495399428;10.01912495399428;2.9603526077138635;3.7173684102243607;3.903796655344198;11.507606285819552;7.619698993360667;8.348001979977006;8.348001979977006;3.4946642142623463;3.4100818977112852;8.742941725403117;8.348001979977006;3.7099517799005937;4.160270156798062;7.4526495065265665;8.348001979977006;7.4526495065265665
;Wärmebilanz;Lüftung Fenster;Heizperiode;QV_window_winter;kWh/m²NGFa;;;0;0;0;32.26262957037068;0;0;0;0;20.638480313791494;20.638480313791494;0;30.616165423121608;21.599451522635057;20.638480313791494;0;0;18.411866192354875;20.638480313791494;18.411866192354875
;Wärmebilanz;Mechanische Lüftung;Heizperiode;QV_mechvent_winter;kWh/m²NGFa;;;25.773877148968225;25.840542842195642;25.840542842195642;1.5800838436552918;12.685395784338898;4.684555986413032;10.888891318192915;18.978533488183718;0.615368914062533;0.615368914062533;18.792059736807097;3.9314573490313673;0.6391418106115042;0.615368914062533;14.07925435909452;17.735910246737753;0.529855327820248;0.615368914062533;0.529855327820248
;Wärmebilanz;ML Wärmerückgewinnung;Heizperiode;QV_heatrecovery_winter;kWh/m²NGFa;;;0.8728209385471283;0.8771237017931326;0.8771237017931326;3.0983552364293354;22.749102258867193;26.545817256340644;19.798058777325874;7.16553121015655;1.3795989789000733;1.3795989789000733;17.818913270123357;0.13868667976482452;1.4386428206933497;1.3795989789000733;24.73949335261617;25.728544751611217;1.2779376284944282;1.3795989789000733;1.2779376284944282
;Wärmebilanz;Heizwärmebedarf Statisch;Heizperiode;QH_min_winter;kWh/m²NGFa;;;36.880984380805806;35.780824623541676;35.780824623541676;36.05012772487478;17.807196369802426;1.6960151393740814;10.963941341106771;2.72389084158935;27.283621574874385;27.283621574874385;13.51047338837219;127.92774234393957;11.445260190619706;27.283621574874385;2.079887495438747;2.732709017444982;27.281101227567458;27.283621574874385;27.281101227567458
;Wärmebilanz;Heizwärmebedarf Flexibel;Heizperiode;QH_flex_winter;kWh/m²NGFa;;;13.203073597692182;14.535210597953103;14.535210597953103;0.008982972160765712;0;8.065575492595768;22.599613823728358;11.253726349317004;0;0;0;0;19.060439277130904;0;10.83864365659565;10.013652001426514;0;0;0
;Wärmebilanz;Kühlbedarf Statisch;Heizperiode;QC_min_winter;kWh/m²NGFa;;;0;0;0;0;0.1240678661460461;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Wärmebilanz;Kühlbedarf Flexibel;Heizperiode;QC_flex_winter;kWh/m²NGFa;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Wärmebilanz;Anteil Flexibler Heizung an Gesamtheizung;Heizperiode;QH_flexshare_winter;;;;0.26361828754691774;0.28887829762357203;0.28887829762357203;0.00024911796178889715;0;0.8262562728435343;0.6733379021602037;0.805124807441323;0;0;0;0;0.6248156773877888;0;0.8389996919184416;0.7856086915003351;0;0;0
;Wärmebilanz;Anteil Flexibler Kühlung an Gesamtkühlung;Heizperiode;QC_flexshare_winter;;Flexibilitätsanteil;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;Wärmebilanz;Transmissionswärmeverl.;Kühlperiode;QT_summer;kWh/m²NGFa;;;28.909405716695098;28.909405716695098;28.909405716695098;10.691812970163793;25.99110352453922;6.539728264536241;8.570563607040476;5.915372956771465;13.354727047069309;13.354727047069309;17.415632343774007;22.636288901564615;12.749121997655584;13.354727047069309;17.684057143456812;13.833888716123115;9.849537953805084;13.354727047069309;9.849537953805084
;Wärmebilanz;Lüftungswärmeverluste;Kühlperiode;QV_summer;kWh/m²NGFa;;;17.655808685348074;17.655808685348074;17.655808685348074;11.427821699546616;20.837347758385594;1.9019398359471122;7.996664824618151;7.447699976968689;10.874465627229997;10.874465627229997;20.990603948936588;6.691883929760525;10.443670998049011;10.874465627229997;19.66230535574946;15.82682744356715;8.019835150823516;10.874465627229997;8.019835150823516
;Wärmebilanz;Nachtlüftung gekühlt;Kühlperiode;QVn_summer;kWh/m²NGFa;;;0;0;0;11.193994448708594;0;0;0;0;14.422493482349681;14.422493482349681;0;1.7112168861457895;14.42842381140036;14.422493482349681;0;0;13.331796048490764;14.422493482349681;13.331796048490764
