icon;domain;measure;spatial_scope;temporal_scope;entity_group;entity_key;var_name;ka;label_de;unit;comment;Formel
🏙️;usage;area;GFA;;usage;schoolprim;GFA_schoolprim;2;BGF Bildung primär;m²;;🏙️!D31
🏙️;usage;area;GFA;;usage;retailfood;GFA_retailfood;2;BGF Lebensmittelhandel;m²;;🏙️!D32
🏙️;usage;area;GFA;;usage;retailother;GFA_retailother;2;BGF Handel sonstiger;m²;;🏙️!D33
🏙️;usage;area;GFA;;usage;other;GFA_other;2;BGF Sonstige;m²;;🏙️!D34
🏙️;usage;area;GFA;;;;GFA_total;0;BGF Quartier;m²;;SUMME(N30:N36)
🏙️;usage;NFA_to_GFA;;;usage;residential;NFA_to_GFA_ratio_residential;2;NGF/BGF Wohnen;ratio;;🏙️!F42
🏙️;usage;NFA_to_GFA;;;usage;office;NFA_to_GFA_ratio_office;2;NGF/BGF  Büro;ratio;;🏙️!F43
🏙️;usage;NFA_to_GFA;;;usage;schoolsec;NFA_to_GFA_ratio_schoolsec;2;NGF/BGF Bildung sekundär;ratio;;🏙️!F44
🏙️;usage;NFA_to_GFA;;;usage;schoolprim;NFA_to_GFA_ratio_schoolprim;2;NGF/BGF Bildung primär;ratio;;🏙️!F45
🏙️;usage;NFA_to_GFA;;;usage;retailfood;NFA_to_GFA_ratio_retailfood;2;NGF/BGF Lebensmittelhandel;ratio;;🏙️!F46
🏙️;usage;NFA_to_GFA;;;usage;retailother;NFA_to_GFA_ratio_retailother;2;NGF/BGF Handel sonstiger;ratio;;🏙️!F47
🏙️;usage;NFA_to_GFA;;;usage;other;NFA_to_GFA_ratio_other;2;NGF/BGF Sonstige;ratio;;🏙️!F48
🏙️;usage;NFA_to_GFA;;;;;NFA_to_GFA_ratio;0;NGF/BGF Quartier;ratio;;NFA_total/GFA_total
🏙️;usage;area;NFA;;usage;residential;NFA_residential;0;NGF Wohnen;m²;;N30*N38
🏙️;usage;area;NFA;;usage;office;NFA_office;0;NGF Büro;m²;;N31*N39
🏙️;usage;area;NFA;;usage;schoolsec;NFA_schoolsec;0;NGF Bildung sekundär;m²;;N32*N40
🏙️;usage;area;NFA;;usage;schoolprim;NFA_schoolprim;0;NGF Bildung primär;m²;;N33*N41
🏙️;usage;area;NFA;;usage;retailfood;NFA_retailfood;0;NGF Handel Lebensmittel;m²;;N34*N42
🏙️;usage;area;NFA;;usage;retailother;NFA_retailother;0;NGF Handel sonstiger;m²;;N35*N43
🏙️;usage;area;NFA;;usage;other;NFA_other;0;NGF Sonstige;m²;;N36*N44
🏙️;usage;area;NFA;;;;NFA_total;0;NGF Quartier;m²;;SUMME(N46:N52)
🏙️;usage;area_inverse;;;;;per_NFA;0;Pro NGF ( Kehrwert NGF);1/m²NGF;;1/NFA_total
🏙️;district;area;plot;;;;plot_area;2;Bebaubare Grundstücksfläche;m²;;🏙️!D55
🏙️;district;floor_space_index;;;;;FSI;0;Geschoßflächenzahl;-;;GFA_total/N55
🏙️;district;renovation;;;usage;residential;renovation_ratio_residential;2;Sanierung Anteil Wohnen;ratio;;🏙️!D61
🏙️;district;renovation;;;usage;office;renovation_ratio_office;2;Sanierung Anteil Büro;ratio;;🏙️!D62
🏙️;district;renovation;;;usage;schoolsec;renovation_ratio_schoolsec;2;Sanierung Anteil Bildung sekundär;ratio;;🏙️!D63
🏙️;district;renovation;;;usage;schoolprim;renovation_ratio_schoolprim;2;Sanierung Anteil Bildung primär;ratio;;🏙️!D64
🏙️;district;renovation;;;usage;retailfood;renovation_ratio_retailfood;2;Sanierung Anteil Lebensmittelhandel;ratio;;🏙️!D65
🏙️;district;renovation;;;usage;retailother;renovation_ratio_retailother;2;Sanierung Anteil Handel Sonstiger;ratio;;🏙️!D66
🏙️;district;renovation;;;usage;other;renovation_ratio_other;2;Sanierung Anteil Sonstige;ratio;;🏙️!D67
🏙️;district;renovation;;;;;renovation_share;0;Sanierungsanteil im Quartier;ratio;;"SUMMENPRODUKT(Renovation_shares;NFA_shares)"
🏙️;district;buildings;;;;;building_count;1;Anzahl Baukörper;-;;
🏙️;district;storeys;;;;;storey_count_avg;1;Anzahl Geschoße;-;Average;
↕️;geometry;height;;;usage;residential;rh_residential;2;Raumhöhe Wohnen;m;;🏙️!D42
↕️;geometry;height;;;usage;office;rh_office;2;Raumhöhe Büro;m;;🏙️!D43
↕️;geometry;height;;;usage;schoolsec;rh_schoolsec;2;Raumhöhe sekundäre Bildungseinrichtung/ Universität;m;;🏙️!D44
↕️;geometry;height;;;usage;schoolprim;rh_schoolprim;2;Raumhöhe primäre Bildundseinrichtung/ Kindergarten;m;;🏙️!D45
↕️;geometry;height;;;usage;retailfood;rh_retailfood;2;Raumhöhe Lebensmittelhandel;m;;🏙️!D46
↕️;geometry;height;;;usage;retailother;rh_retailother;2;Raumhöhe Handel sonstiger;m;;🏙️!D47
↕️;geometry;height;;;usage;other;rh_other;2;Raumhöhe Sonstige Nutzung;m;;🏙️!D48
↕️;geometry;height;;;;;rh_avg;0;Raumhöhe Quartier;m;;"SUMMENPRODUKT(N67:N73;N46:N52)/NFA_total"
↕️;geometry;volume;;;;;NFV_total;0;Raumvolumen Quartier;m³net;;NFA_total*rh_avg
↕️;geometry;volume;;;;;NFV_u;0;Raumvolumen ungekühlt;m³net;;"SUMMENPRODUKT(N46:N52;N67:N73;cool_passive_shares)"
↕️;geometry;volume;;;;;NFV_c;0;Raumvolumen gekühlt;m³net;;"SUMMENPRODUKT(N46:N52;N67:N73;cool_active_shares)"
↕️;geometry;height;;;;;rh_ceiling;1;Höhe Geschoßdecken;m;;
↕️;geometry;volume;;;;;GFV;0;Raumvolumen Quartier brutto;m³gross;;NFA_total*(rh_avg+N78)
🧊;geometry;area;thermal_hull;;hull;wall;hull_ext_wall_wo_window_m2;2;Hüllfläche Außenwand;m²;exkl. Fenster;🧱!D11
🧊;geometry;area;thermal_hull;;hull;roof;hull_roof_m2;2;Hüllfläche Dach;m²;;🧱!D12
🧊;geometry;area;thermal_hull;;hull;fundament;hull_fundament_m2;2;Hüllfläche Kellerdecke / Fundament;m²;;🧱!D13
🧊;geometry;area;thermal_hull;;hull;window_north;hull_windows_north_m2;2;Hüllfläche Fenster Nord;m²;inkl. Rahmen;🧱!D18
🧊;geometry;area;thermal_hull;;hull;window_east;hull_windows_east_m2;2;Hüllfläche Fenster Ost;m²;inkl. Rahmen;🧱!D19
🧊;geometry;area;thermal_hull;;hull;window_south;hull_windows_south_m2;2;Hüllfläche Fenster Süd;m²;inkl. Rahmen;🧱!D20
🧊;geometry;area;thermal_hull;;hull;window_west;hull_windows_west_m2;2;Hüllfläche Fenster West;m²;inkl. Rahmen;🧱!D21
🧊;geometry;area;thermal_hull;;hull;window_horizontal;hull_windows_horizontal_m2;2;Hüllfläche Fenster Horizontal;m²;inkl. Rahmen;🧱!D22
🧊;geometry;area;thermal_hull;;hull;windows;hull_window_m2;0;Hüllfläche Fenster gesamt;m²;;SUMME(N83:N86)
🧊;geometry;area;thermal_hull;;hull;;hull_fenestration_rate;0;Hüllfläche Fensterflächenanteil;m²;;hull_window_m2/(hull_window_m2+hull_ext_wall_wo_window_m2)
🧊;geometry;area;thermal_hull;;hull;;hull_m2;0;Hüllfläche gesamt;m²;;hull_ext_wall_wo_window_m2+hull_roof_m2+hull_fundament_m2+hull_window_m2
🧊;geometry;lc;thermal_hull;;hull;;lc;0;lc;m;;GFV/(hull_ext_wall_wo_window_m2+hull_roof_m2+hull_fundament_m2+hull_window_m2)
🧱;Thermal Hull;transmittance;;;hull;wall;hull_transmittance_walls;2;U-Wert Außenwände;W/m²K;;🧱!F11
🧱;Thermal Hull;transmittance;;;hull;roof;hull_transmittance_roof;2;U-Wert Dach;W/m²K;;🧱!F12
🧱;Thermal Hull;transmittance;;;hull;fundament;hull_transmittance_fundament;2;U-Wert Kellerdecke / Fundament;W/m²K;;🧱!F13
🧱;Thermal Hull;transmittance;;;hull;windows;hull_transmittance_windows_north;2;U-Wert Fenster Nord;W/m²K;inkl. Rahmen;🧱!F28
🧱;Thermal Hull;transmittance;;;hull;windows;hull_transmittance_windows_east;2;U-Wert Fenster Ost;W/m²K;inkl. Rahmen;🧱!F29
🧱;Thermal Hull;transmittance;;;hull;windows;hull_transmittance_windows_south;2;U-Wert Fenster Süd;W/m²K;inkl. Rahmen;🧱!F30
🧱;Thermal Hull;transmittance;;;hull;windows;hull_transmittance_windows_west;2;U-Wert Fenster West;W/m²K;inkl. Rahmen;🧱!F31
🧱;Thermal Hull;transmittance;;;hull;windows;hull_transmittance_windows_horizontal;2;U-Wert Fenster Horizontal;W/m²K;inkl. Rahmen;🧱!F32
🧱;Thermal Hull;transmittance_heatbridge_factor;;;;;hull_transmittance_heatbridge;2;Wärmebrückenzuschlag;ratio;Anteil des Transmissionsleitwerts;🧱!D36
🧱;Thermal Hull;transmittance;;;hull;wall;transmittance_walls_Wm2NFA;0;Transmissionsleitwert Außenwände;W/m²(NFA)K;;hull_ext_wall_wo_window_m2*hull_transmittance_walls*per_NFA
🧱;Thermal Hull;transmittance;;;hull;roof;transmittance_roof_Wm2NFA;0;Transmissionsleitwert Dach;W/m²(NFA)K;;hull_roof_m2*hull_transmittance_roof*per_NFA
🧱;Thermal Hull;transmittance;;;hull;fundament;transmittance_fundament_Wm2NFA;0;Transmissionsleitwert Kellerdecke / Fundament;W/m²(NFA)K;;N82*N103*per_NFA
🧱;Thermal Hull;transmittance;;;hull;windows;transmittance_windows_Wm2NFA;0;Transmissionsleitwert Fenster;W/m²(NFA)K;;"SUMMENPRODUKT(N83:N87;N104:N108)*per_NFA"
🧱;Thermal Hull;transmittance_heatbridge_factor;;;;;transmittance_heatbridge_Wm2NFA;0;Transmissionsleitwert Wärmebrücken;W/m²(NFA)K;;SUMME(N110:N113)*N109
🧱;Thermal Hull;transmittance;;;;;transmittance_MW;0;Transmissionsleitwert absolut;MW/K;ink. Wärmebrückenzuschlag;transmittance_Wm2*NFA_total/1000000
🧱;Thermal Hull;transmittance;;;;;transmittance_Wm2;0;Transmissionsleitwert spezifisch;W/m²K;ink. Wärmebrückenzuschlag;SUMME(N110:N114)
🧱;Thermal Hull;heat_capacity;;;;;heat_capacity_effective_m²;2;Spezif. wirksame Wärmekapazität;Wh/m²K;;🧱!D77
🧱;Thermal Hull;heat_capacity;;;;;heat_cap_eff_uncooled_m2;0;Spezif. wirksame Wärmekapazität ungekühlter Bereich;Wh/m²K;Kann separat eingegebn werden;heat_capacity_effective_m2
🧱;Thermal Hull;heat_capacity;;;;;heat_cap_eff_cooled_m2;0;Spezif. wirksame Wärmekapazität gekühlter Bereich;Wh/m²K;Kann separat eingegebn werden;heat_capacity_effective_m2
🏢;Solar Gains;solar_gains_coefficient;;;hull;window_north;window_total_transmittance_north;2;g-Wert Fenster Nord;ratio;;🧱!D28
🏢;Solar Gains;solar_gains_coefficient;;;hull;window_east;window_total_transmittance_east;2;g-Wert Fenster Ost;ratio;;🧱!D29
🏢;Solar Gains;solar_gains_coefficient;;;hull;window_south;window_total_transmittance_south;2;g-Wert Fenster Süd;ratio;;🧱!D30
🏢;Solar Gains;solar_gains_coefficient;;;hull;window_west;window_total_transmittance_west;2;g-Wert Fenster West;ratio;;🧱!D31
🏢;Solar Gains;solar_gains_coefficient;;;hull;window_horizontal;window_total_transmittance_horizontal;2;g-Wert Fenster Horizontal;ratio;;🧱!D32
🏢;Solar Gains;sgc_factor;;winter;hull;window_north;window_irradiation_factor_winter_north;2;Einstrahlungsfaktor Fenster Nord;ratio;;🧱!D55
🏢;Solar Gains;sgc_factor;;winter;hull;window_east;window_irradiation_factor_winter_east;2;Einstrahlungsfaktor Fenster Ost;ratio;;🧱!D56
🏢;Solar Gains;sgc_factor;;winter;hull;window_south;window_irradiation_factor_winter_south;2;Einstrahlungsfaktor Fenster Süd;ratio;;🧱!D57
🏢;Solar Gains;sgc_factor;;winter;hull;window_west;window_irradiation_factor_winter_west;2;Einstrahlungsfaktor Fenster West;ratio;;🧱!D58
🏢;Solar Gains;sgc_factor;;winter;hull;window_horizontal;window_irradiation_factor_winter_horizontal;2;Einstrahlungsfaktor Fenster Horizontal;ratio;;🧱!D59
🏢;Solar Gains;sgc_factor;;summer;hull;window_north;window_irradiation_factor_summer_north;2;Einstrahlungsfaktor Sommer Nord;ratio;;🧱!F55
🏢;Solar Gains;sgc_factor;;summer;hull;window_east;window_irradiation_factor_summer_east;2;Einstrahlungsfaktor Sommer Ost;ratio;;🧱!F56
🏢;Solar Gains;sgc_factor;;summer;hull;window_south;window_irradiation_factor_summer_south;2;Einstrahlungsfaktor Sommer Süd;ratio;;🧱!F57
🏢;Solar Gains;sgc_factor;;summer;hull;window_west;window_irradiation_factor_summer_west;2;Einstrahlungsfaktor Sommer  West;ratio;;🧱!F58
🏢;Solar Gains;sgc_factor;;summer;hull;window_horizontal;window_irradiation_factor_summer_horizontal;2;Einstrahlungsfaktor Sommer  Horizontal;ratio;;🧱!F59
🏢;Solar Gains;sgc_factor;;;;;irradiation_opaque_surcharge;1;Zuschlag opake Bauteile;-;;
🏢;Solar Gains;shading_coefficient;;;usage;residential;fc_residential;2;Fc-Wert Wohnen;ratio;;🧱!D64
🏢;Solar Gains;shading_coefficient;;;usage;office;fc_office;2;Fc-Wert Büro;ratio;;🧱!D65
🏢;Solar Gains;shading_coefficient;;;usage;schoolsec;fc_schoolsec;2;Fc-Wert Sekundäre Bildungseinrichtung oder Universität;ratio;;🧱!D66
🏢;Solar Gains;shading_coefficient;;;usage;schoolprim;fc_schoolprim;2;Fc-Wert Kindergarten und Volksschule;ratio;;🧱!D67
🏢;Solar Gains;shading_coefficient;;;usage;retailfood;fc_retailfood;2;Fc-Wert Lebensmittelhandel;ratio;;🧱!D68
🏢;Solar Gains;shading_coefficient;;;usage;retailother;fc_retailother;2;Fc-Wert Handel;ratio;;🧱!D69
🏢;Solar Gains;shading_coefficient;;;usage;other;fc_other;2;Fc-Wert Sonstige;ratio;;🧱!D70
🏢;Solar Gains;shading_coefficient;;;;;fc_u;0;Fc-Wert ungekühlt;ratio;;"SUMMENPRODUKT(N152:N158;N46:N52;cool_passive_shares)*per_NFA_uncooled"
🏢;Solar Gains;shading_coefficient;;;;;fc_c;0;Fc-Wert gekühlt;ratio;;"SUMMENPRODUKT(N152:N158;N46:N52;cool_active_shares)*per_NFA_cooled"
🏢;Solar Gains;illuminance_min;;;usage;residential;illuminance_min_residential;2;Lux-Wert Wohnen;lux;;🧱!F64
🏢;Solar Gains;illuminance_min;;;usage;office;illuminance_min_office;2;Lux-Wert Büro;lux;;🧱!F65
🏢;Solar Gains;illuminance_min;;;usage;schoolsec;illuminance_min_schoolsec;2;Lux-Wert Sekundäre Bildungseinrichtung oder Universität;lux;;🧱!F66
🏢;Solar Gains;illuminance_min;;;usage;schoolprim;illuminance_min_schoolprim;2;Lux-Wert Kindergarten und Volksschule;lux;;🧱!F67
🏢;Solar Gains;illuminance_min;;;usage;retailfood;illuminance_min_retailfood;2;Lux-Wert Lebensmittelhandel;lux;;🧱!F68
🏢;Solar Gains;illuminance_min;;;usage;retailother;illuminance_min_retailother;2;Lux-Wert Handel;lux;;🧱!F69
🏢;Solar Gains;illuminance_min;;;usage;other;illuminance_min_other;2;Lux-Wert Sonstige;lux;;🧱!F70
🏢;Solar Gains;max_irradiation;uncooled;;;;QS_max_shading_u;0;Strahlungsschwellenwert Jalousie Ungekühlt;W/m²;;"SUMMENPRODUKT(NFAs;cool_passive_shares;Lux_minimums)*0,01*per_NFA_uncooled"
🏢;Solar Gains;max_irradiation;cooled;;;;QS_max_shading_c;0;Strahlungsschwellenwert Jalousie Gekühlt;W/m²;;"SUMMENPRODUKT(NFAs;cool_active_shares;Lux_minimums)*0,01*per_NFA_cooled"
🏢;Solar Gains;sgc_factor;;;;;illuminance_efficiency_dirt;1;Abminderungsfaktor Verschmutzung;;;
🏢;Solar Gains;sgc_factor;;;;;illuminance_efficiency_glazing_ratio;2;Abminderungsfaktor Verglasungsanteil;;;🧱!D25
🏢;Solar Gains;;;;;;mob_shading_factor_u;0;Abschattungseffekt Mobiler Sonnenschutz ungekühlt;;;fc_u
🏢;Solar Gains;;;;;;mob_shading_factor_c;0;Abschattungseffekt Mobiler Sonnenschutz gekühlt;;;fc_c
💨;Ventilation;air_tightness;;;;;vent_air_tightness;2;Luftdichtheit n50;1/h;;🧱!D41
💨;Ventilation;blowerdoor_to_real;;;;;vent_tightness_ratio_blowerdoor_to_real;1;Verhältnis Blower Door / Reale Infiltration;ratio;;
💨;Ventilation;ach;;;;;vent_infiltration_ACH;0;Luftwechsel Infiltration;1/h;;N175/N176
💨;Ventilation;mechanical_share;;;usage;residential;vent_share_mechanical_residential;2;Mechanische Lüftung Wohnen;ratio;;💨L!D19
💨;Ventilation;mechanical_share;;;usage;office;vent_share_mechanical_office;2;Mechanische Lüftung Büro;ratio;;💨L!D20
💨;Ventilation;mechanical_share;;;usage;schoolsec;vent_share_mechanical_schoolsec;2;Mechanische Lüftung Bildung sekundär;ratio;;💨L!D21
💨;Ventilation;mechanical_share;;;usage;schoolprim;vent_share_mechanical_schoolprim;2;Mechanische Lüftung Bildung primär;ratio;;💨L!D22
💨;Ventilation;mechanical_share;;;usage;retailfood;vent_share_mechanical_retailfood;2;Mechanische Lüftung Handel Lebensmittel;ratio;;💨L!D23
💨;Ventilation;mechanical_share;;;usage;retailother;vent_share_mechanical_retailother;2;Mechanische Lüftung Handel sonstiger;ratio;;💨L!D24
💨;Ventilation;mechanical_share;;;usage;other;vent_share_mechanical_other;2;Mechanische Lüftung Sonstige Nutzung;ratio;;💨L!D25
💨;Ventilation;;;;;;NFA_windowvent;0;Fensterlüftung Nettogeschoßfläche;m²NGF;;NFA_total-NFA_mechvent
💨;Ventilation;;;;;;NFV_windowvent;0;Fensterlüftung Raumvolumen;m³netto;;NFV_total-N195
💨;Ventilation;;;;;;NFA_mechvent;0;Mechanische Lüftung Nettogeschoßfläche;m²NGF;;"SUMMENPRODUKT(N$178:N$184;N46:N52)"
💨;Ventilation;;;;;;NFV_mechvent;0;Mechanische Lüftung Raumvolumen;m³netto;;"SUMMENPRODUKT(N$178:N$184;N46:N52;N67:N73)"
💨;Ventilation;;;;usage;residential;vent_night_residential;2;Nachtauskühlung Fensterstellung Wohnen;;;💨L!D54
💨;Ventilation;;;;usage;office;vent_night_office;2;Nachtauskühlung Fensterstellung Büro;;;💨L!D55
💨;Ventilation;;;;usage;schoolsec;vent_night_schoolsec;2;Nachtauskühlung Fensterstellung Bildung sekundär;;;💨L!D57
💨;Ventilation;;;;usage;schoolprim;vent_night_schoolprim;2;Nachtauskühlung Fensterstellung Bildung primär;;;💨L!D56
💨;Ventilation;;;;usage;retailfood;vent_night_retailfood;2;Nachtauskühlung Fensterstellung Handel Lebensmittel;;;💨L!D58
💨;Ventilation;;;;usage;retailother;vent_night_retailother;2;Nachtauskühlung Fensterstellung Handel sonstiger;;;💨L!D59
💨;Ventilation;;;;usage;other;vent_night_other;2;Nachtauskühlung Fensterstellung Sonstige Nutzung;;;💨L!D60
💨;Ventilation;;;;;;ACH_night_m³;0;Nachtauskühlung Luftwechsel;m³/h;;"SUMMENPRODUKT(N185:N191;N67:N73;N46:N52;SVERWEIS(N196:N202;night_ventilation_types;2;FALSCH))"
💨;Ventilation;air_change;;;usage;residential;vent_ach_max_residential;2;Luftwechsel Wohnen;1/h;Maximal;💨L!D8
💨;Ventilation;air_change;;;usage;office;vent_ach_max_office;2;Luftwechsel Büro;1/h;Maximal;💨L!D9
💨;Ventilation;air_change;;;usage;schoolsec;vent_ach_max_schoolsec;2;Luftwechsel Bildung sekundär;1/h;Maximal;💨L!D10
💨;Ventilation;air_change;;;usage;schoolprim;vent_ach_max_schoolprim;2;Luftwechsel Bildung primär;1/h;Maximal;💨L!D11
💨;Ventilation;air_change;;;usage;retailfood;vent_ach_max_retailfood;2;Luftwechsel Handel Lebensmittel;1/h;Maximal;💨L!D12
💨;Ventilation;air_change;;;usage;retailother;vent_ach_max_retailother;2;Luftwechsel Handel sonstiger;1/h;Maximal;💨L!D13
💨;Ventilation;air_change;;;usage;other;vent_ach_max_other;2;Luftwechsel Sonstige Nutzung;1/h;Maximal;💨L!D14
💨;Ventilation;air_change_scale;;;usage;residential;vent_scale_residential;0;Skalierung Luftwechsel Wohnen;raio;;N204/MAX(Nutzung_Wohnen[Bedarf Luftwechsel])
💨;Ventilation;air_change_scale;;;usage;office;vent_scale_office;0;Skalierung Luftwechsel Büro;raio;;N205/MAX(Nutzung_Büro[Bedarf Luftwechsel])
💨;Ventilation;air_change_scale;;;usage;schoolsec;vent_scale_school_sec;0;Skalierung Luftwechsel Bildung sekundär;raio;;N206/MAX(Nutzung_Schule[Bedarf Luftwechsel])
💨;Ventilation;air_change_scale;;;usage;schoolprim;vent_scale_school_prim;0;Skalierung Luftwechsel Bildung primär;raio;;N207/MAX(Nutzung_KIGA[Bedarf Luftwechsel])
💨;Ventilation;air_change_scale;;;usage;retailfood;vent_scale_supermarket;0;Skalierung Luftwechsel Handel Lebensmittel;raio;;N208/MAX(Nutzung_Handel_Food[Bedarf Luftwechsel])
💨;Ventilation;air_change_scale;;;usage;retailother;vent_scale_retail;0;Skalierung Luftwechsel Handel sonstiger;raio;;N209/MAX(Nutzung_Handel_NonFood[Bedarf Luftwechsel])
💨;Ventilation;air_change_scale;;;usage;other;vent_scale_other;0;Skalierung Luftwechsel Sonstige Nutzung;raio;;
💨;Ventilation;el_scale;;;usage;residential;Ev_scale_residential;2;Lüfterstrom mech. Wohnen;Anteil;;💨L!D41
💨;Ventilation;el_scale;;;usage;office;Ev_scale_office;2;Lüfterstrom mech. Büro;Anteil;;💨L!D42
💨;Ventilation;el_scale;;;usage;schoolsec;Ev_scale_school_sec;2;Lüfterstrom mech.  Bildung sekundär;Anteil;;💨L!D43
💨;Ventilation;el_scale;;;usage;schoolprim;Ev_scale_school_prim;2;Lüfterstrom mech.  Bildung primär;Anteil;;💨L!D44
💨;Ventilation;el_scale;;;usage;retailfood;Ev_scale_retail_food;2;Lüfterstrom mech.  Handel Lebensmittel;Anteil;;💨L!D45
💨;Ventilation;el_scale;;;usage;retailother;Ev_scale_retail_other;2;Lüfterstrom mech.  Handel sonstiger;Anteil;;💨L!D46
💨;Ventilation;el_scale;;;usage;other;Ev_scale_other;2;Lüfterstrom mech.  Sonstige Nutzung;Anteil;;💨L!D47
💨;Ventilation;heat_recovery_winter;;;usage;residential;vent_heat_recovery_winter_residential;2;Wärmerückgewinnung Winter Wohnen;ratio;Maximal;💨L!D30
💨;Ventilation;heat_recovery_winter;;;usage;office;vent_heat_recovery_winter_office;2;Wärmerückgewinnung Winter Büro;ratio;Maximal;💨L!D31
💨;Ventilation;heat_recovery_winter;;;usage;schoolsec;vent_heat_recovery_winter_schoolsec;2;Wärmerückgewinnung Winter Bildung sekundär;ratio;Maximal;💨L!D32
💨;Ventilation;heat_recovery_winter;;;usage;schoolprim;vent_heat_recovery_winter_schoolprim;2;Wärmerückgewinnung Winter Bildung primär;ratio;Maximal;💨L!D33
💨;Ventilation;heat_recovery_winter;;;usage;retailfood;vent_heat_recovery_winter_retailfood;2;Wärmerückgewinnung Winter Handel Lebensmittel;ratio;Maximal;💨L!D34
💨;Ventilation;heat_recovery_winter;;;usage;retailother;vent_heat_recovery_winter_retailother;2;Wärmerückgewinnung Winter Handel sonstiger;ratio;Maximal;💨L!D35
💨;Ventilation;heat_recovery_winter;;;usage;other;vent_heat_recovery_winter_other;2;Wärmerückgewinnung Winter Sonstige Nutzung;ratio;Maximal;💨L!D36
💨;Ventilation;heat_recovery_summer;;;usage;residential;vent_heat_recovery_summer_residential;2;Wärmerückgewinnung Sommer Wohnen;ratio;;💨L!F30
💨;Ventilation;heat_recovery_summer;;;usage;office;vent_heat_recovery_summer_office;2;Wärmerückgewinnung Sommer Büro;ratio;;💨L!F31
💨;Ventilation;heat_recovery_summer;;;usage;schoolsec;vent_heat_recovery_summer_schoolsec;2;Wärmerückgewinnung Sommer Bildung sekundär;ratio;;💨L!F32
💨;Ventilation;heat_recovery_summer;;;usage;schoolprim;vent_heat_recovery_summer_schoolprim;2;Wärmerückgewinnung Sommer Bildung primär;ratio;;💨L!F33
💨;Ventilation;heat_recovery_summer;;;usage;retailfood;vent_heat_recovery_summer_retailfood;2;Wärmerückgewinnung Sommer Handel Lebensmittel;ratio;;💨L!F34
💨;Ventilation;heat_recovery_summer;;;usage;retailother;vent_heat_recovery_summer_retailother;2;Wärmerückgewinnung Sommer Handel sonstiger;ratio;;💨L!F35
💨;Ventilation;heat_recovery_summer;;;usage;other;vent_heat_recovery_summer_other;2;Wärmerückgewinnung Sommer Sonstige Nutzung;ratio;;💨L!F36
💨;Ventilation;;;;;;Vent_share_window_uncooled;0;Fensterlüftung Anteil ohne aktive Kühlung;;pro Quartiersvolumen!;"WENNFEHLER(SUMMENPRODUKT(N46:N52;cool_passive_shares;MTRANS(vent_window_shares);N67:N73)/NFV_total;0)"
