,Wind 2013,Wind 2015,Wind 2016,"Wind 2030, TU EEG, ""Stromzukunft""",WEB 2015 Umgebung Wien,Hochrechnung Ueberschuss 2050,Wind AT 2017,Wind AT 2018,Wind AT 2019,Wind AT 2020,REF,REG,uba30,uba50,veigl30,veigl50
2021-01-03 15:00:00,0.3636132426074692,0.16353967937852062,0.12236488987917207,0.9504918032051767,0.1973907997549634,0.0,0.7486422275768942,0.5594844294662568,0.8170772865339185,0.012816188870151774,1.0,0.0,0.0,0.0,1.0,0.0
2021-01-03 16:00:00,0.37075759406808534,0.15873222870365522,0.12967181425140617,0.9783606547186564,0.1432275040645573,0.0,0.7094308793452193,0.6814864401185234,0.7030037124535944,0.005059021922428331,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 17:00:00,0.4474577273674883,0.13795265451076485,0.12907394288066334,0.9721311469887863,0.13610709753128222,0.0,0.6258050945341656,0.6635932148900926,0.7536280796490046,0.014165261382799329,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03 18:00:00,0.5315248524341654,0.052071365728828756,0.16577756336320207,0.9386885242739702,0.08146303385278676,0.0,0.5914922068238888,0.6895001980083758,0.8042524468444147,0.019898819561551435,0.0,0.0,0.0,1.0,0.0,0.0
2021-01-03 19:00:00,0.5133151535973496,0.03773044993586955,0.26380571005023856,0.8373770493147802,0.018737027664837504,0.0,0.5650091181756889,0.6219252459133511,0.8170772865339185,0.01854974704890388,0.0,0.0,0.0,1.0,0.0,1.0
2021-01-03 20:00:00,0.5421376901415033,0.031187041826356714,0.37190008481321574,0.6032786888133336,0.0,0.0,0.5551603615718196,0.6115182141945731,0.8474519068511646,0.02495784148397977,0.0,1.0,1.0,1.0,0.0,1.0
2021-01-03 21:00:00,0.6563000306322101,0.030244386406504193,0.47062792581560875,0.6442622951607824,0.0,0.0,0.5074693916646166,0.6154086580321506,0.8626392170097875,0.030691399662731877,0.0,1.0,1.0,1.0,0.0,1.0
2021-01-03 22:00:00,0.7185752042664572,0.024411878433133798,0.5367759559732498,0.5790163932241993,0.0,0.0,0.5062557634194944,0.6644594371341439,0.8153898076274049,0.04451939291736932,0.0,1.0,1.0,1.0,0.0,1.0
2021-01-03 23:00:00,0.6975355857561318,0.027742900804554105,0.5562606298543697,0.47245901600192025,0.0,0.0,0.45962066135414775,0.6786356690536436,0.7867026662166725,0.05767284991568298,0.0,1.0,1.0,1.0,0.0,1.0
2021-01-04 00:00:00,0.6139264469155482,0.025981652614739906,0.5619700522828449,0.4383606554106096,0.0,0.0,0.45734215038698267,0.6780383809955924,0.7684778940263248,0.06441821247892075,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-04 01:00:00,0.6950996130994868,0.06556821406389465,0.5934948675546386,0.41278688526667345,0.02987675796950483,0.0,0.448470381423337,0.7333708169657286,0.7667904151198112,0.10387858347386175,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-04 02:00:00,0.7345494454620698,0.26103921920173456,0.6340918913817962,0.33147540910030987,0.13339437708235866,0.011811023622047247,0.4711818695734648,0.7188548967831968,0.75430307121161,0.19359190556492417,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-04 03:00:00,0.7727349233117691,0.49659280647233645,0.6692213958454277,0.31442622955352156,0.517612004724967,0.14173228346456695,0.5330412261739536,0.7406062800082295,0.7701653729328385,0.20876897133220917,1.0,1.0,1.0,1.0,0.0,1.0
2021-01-04 04:00:00,0.7462672333564687,0.6544932452301521,0.7003565764967924,0.34885245908307944,0.6910173929451174,0.2244094488188977,0.7059627798134296,0.6061306003483437,0.7667904151198112,0.21753794266441828,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-04 05:00:00,0.7121271057818935,0.7533022483895193,0.7227101461757637,0.34098360651219944,0.867071528454486,0.27559055118110243,0.7742752881474987,0.571902800384545,0.7897401282483971,0.2259696458684655,1.0,1.0,1.0,1.0,0.0,1.0
2021-01-04 06:00:00,0.7508432985377226,0.768357972889874,0.6903926422230127,0.3268852463612227,0.9480298851584853,0.2834645669291339,0.7880977288136233,0.585820058643452,0.8099898751265611,0.24013490725126482,1.0,0.0,0.0,1.0,0.0,1.0
2021-01-04 07:00:00,0.7366942113155165,0.7659581101405031,0.6796118485808452,0.29442622911318783,0.9656935853660428,0.2677165354330709,0.7595956826236309,0.518311739028739,0.7894026324670944,0.2795952782462058,1.0,0.0,0.0,1.0,0.0,1.0
2021-01-04 08:00:00,0.7660644766035998,0.7959843063047047,0.631261762855343,0.25704918018781847,0.9563451035331276,0.2716535433070867,0.7626859084275985,0.49909135965636875,0.8234897063786705,0.34097807757166954,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-04 09:00:00,0.7776964651013691,0.8500167631723565,0.5872361897971841,0.3055737700181265,0.9866237938797718,0.2992125984251969,0.8336209956559547,0.5077034360034526,0.7583530205872429,0.403372681281619,1.0,1.0,1.0,1.0,1.0,1.0
2021-01-04 10:00:00,0.7811711581129537,0.8828733627052501,0.5983736187933374,0.35311475438165335,0.9545926266733181,0.3307086614173229,0.8882455352866828,0.31983624896230217,0.6834289571380359,0.3946037099494099,1.0,0.0,0.0,1.0,1.0,1.0
2021-01-04 11:00:00,0.7618918511384118,0.8939111679238548,0.5605201249420503,0.2957377050159502,0.9866573959434554,0.3425196850393701,0.8695640741999765,0.29541441452890327,0.6172797840027,0.3220910623946038,0.0,0.0,0.0,1.0,0.0,1.0
2021-01-04 12:00:00,0.7831927379390693,0.8795307065864529,0.5227374166753809,0.27311475426782555,0.9823679632755291,0.3582677165354331,0.8357639078003132,0.3181869233413922,0.5572055349308135,0.3042158516020237,0.0,0.0,0.0,1.0,0.0,1.0
