Wind 2013,Wind 2015,Wind 2016,"Wind 2030, TU EEG, ""Stromzukunft""",WEB 2015 Umgebung Wien,Hochrechnung Ueberschuss 2050,Wind AT 2017,Wind AT 2018,Wind AT 2019,Wind AT 2020
0.7449305,0.2175683,1.5406928,1.317837856,0.063525,0,1370.148,198.306,2716,2631
0.7557188,0.1973955,1.5024,1.79725063,0.049239,0,1190.902,391.797,2681,2557
0.7346955,0.2097895,1.325158,1.87168001,0.061305,0,1185.58,577.85,2724,2138
0.812763,0.2041958,1.2261873,1.753468644,0.035646,0,1341.424,829.73,2702,1962
0.946497,0.1678078,0.9411758,1.683417456,0.029388,0,1355.789,1076.136,2735,2135
0.9539633,0.1202888,0.6665075,1.891381903,0.005166,0,1357.394,1116.983,2829,2429
0.9457718,0.0816718,0.5714448,1.700930257,0.000483,0,1469.407,805.129,2728,2155
0.9866558,0.050169,0.4199238,1.742523143,0,0,1406.54,461.402,2663,1980
0.9458563,0.0279548,0.2420375,1.663715563,0,0,1290.315,318.268,2583,2321
0.8759218,0.008474,0.1375018,1.676850164,0,0,1228.028,226.283,2677,2301
0.791109,0.0015583,0.1054788,1.589286183,0,0,1158.211,202.986,2783,2303
0.7516948,0.0024605,0.0899153,1.808196122,0,0,1070.778,206.485,2798,2275
0.7117148,0.0071445,0.124165,2.160641129,0,0,1109.725,261.811,2804,2224
0.68571,0.0248965,0.2167733,2.005215078,0,0,1069.296,200.898,2790,2042
0.6254885,0.0956425,0.3109445,1.827898024,0.071295,0,1041.56,202.683,2794,2223
0.5821413,0.2730235,0.353774,1.821330724,0.519513,0,927.422,290.314,2799,2288
0.5864125,0.3816075,0.337861,1.709686649,0.903972,0,951.564,315.164,2644,2014
0.6115533,0.435462,0.2980053,1.762225036,1.201488,0,942.359,334.795,2675,2054
0.5236083,0.4405253,0.2473293,1.770981437,1.148856,0,841.079,293.67,2722,2332
0.4162278,0.3704253,0.170135,1.652770071,1.24017,0,677.208,239.401,2740,2518
0.442135,0.4700958,0.1387053,1.34629615,1.345965,0,614.077,131.084,2781,2732
0.456407,0.6976843,0.1112048,1.114251609,2.241099,0.7,646.529,94.471,2797,2695
0.409036,0.812067,0.149771,1.753468644,2.897325,2.7,701.514,71.639,2779,2708
0.3384103,0.860692,0.2287338,2.609406519,2.904642,3.9,677.932,65.841,2720,2815
0.2865718,0.939116,0.3507878,2.762643479,3.25191,4,564.73,91.853,2682,2708
0.23738,1.0909545,0.4489078,2.655377605,3.238035,2.9,507.474,107.91,2620,2596
0.1604968,1.0032178,0.5958273,3.016579013,2.686293,0,528.006,187.174,2525,1984
0.0900665,0.8578593,0.8207358,2.213179516,2.340696,0,542.624,355.302,2437,1416
0.0464345,0.788525,0.909154,1.768792337,2.248818,0,540.029,690.998,2478,1630
0.0285163,0.8316965,0.8909875,1.895760104,2.042799,0,460.25,828.198,2577,1974
0.0483708,0.8467968,0.83252,1.786305129,1.966932,0,449.356,1024.86,2442,1405
0.1229568,0.8540523,0.6976065,2.129993745,1.693356,0,398.346,1086.405,2277,1880
0.269985,0.8439548,0.5958663,2.259150612,1.761444,0,368.609,1239.526,2001,1598
0.3427425,0.891967,0.6101055,2.736374286,2.10144,0,295.833,1552.309,1835,1266
0.3627165,0.8698005,0.590474,2.747319778,1.914594,0,269.409,1680.978,1801,1546
0.409203,0.8728343,0.396264,2.959662426,1.786662,0,233.001,1690.025,1608,1363
0.4554728,0.8914218,0.231217,3.66017424,1.843581,0,186.609,1658.027,1439,1022
0.4754713,0.901607,0.15882,4.207449093,1.346586,0,175.797,1546.799,1479,1299
0.5518778,0.7703195,0.0940613,3.745549121,1.076952,0,173.269,1264.488,1448,1333
0.6264888,0.740277,0.026123,3.633905046,0.908361,0,162.585,1166.726,1338,975
0.6854675,0.7345293,0.0148158,3.933811667,0.725487,0,138.967,1166.025,1214,805
0.7457995,0.7696525,0.0233935,4.417602641,0.856086,0,118.924,1237.016,1106,713
0.7861115,0.6721068,0.0333798,4.599297895,0.902346,0,108.412,1256.073,1276,632
0.8023528,0.5353323,0.0616828,4.872935322,1.036116,0,70.453,1088.987,1524,192
0.7802438,0.5732775,0.1051995,5.045874175,1.515006,0,70.428,964.421,1339,58
0.7584795,0.6772353,0.0986003,5.809869877,1.828716,1.5,88.139,792.971,1394,216
0.7890315,0.763456,0.1164295,6.582621971,1.892391,4.3,116.199,738.803,1609,814
0.811413,0.846185,0.078174,6.659240451,2.422581,4.5,132.611,651.636,1705,1516
0.8402205,0.9341388,0.046567,6.637349458,2.60415,3.8,144.263,600.869,1685,2073
0.8674078,0.9381983,0.019125,6.643916759,2.636274,1.6,164.037,539.476,1479,2301
0.8883108,0.9696803,0.0211128,6.477545206,2.41746,0,239.431,573.067,1565,2292
0.8784118,0.9942148,0.123108,5.958728637,2.427939,0,316.036,638.406,1615,2357
0.886084,1.0809795,0.3064913,5.205678436,2.287485,0,366.6,652.715,1634,2365
0.902232,1.1377918,0.602157,4.794127742,2.918094,0,370.414,597.855,1640,2559
0.892409,1.1421863,0.7635095,5.402697383,3.27663,0,397.999,597.83,1677,2572
0.864607,1.131257,0.7460755,5.544988851,3.121482,0,405.233,562.372,1510,2301
0.8483493,1.108614,0.751985,5.38737369,2.781504,0,407.207,474.885,1203,2053
0.8003978,1.064179,0.707129,5.582203537,2.642805,0,452.635,430.474,1022,1620
0.7731195,1.0645513,0.606445,5.833949971,2.188485,0,467.698,378.62,1127,1069
0.7554053,1.1822015,0.3817435,5.842706371,2.588694,0.4,498.212,332.973,1161,672
0.7278513,1.283175,0.2097638,6.009077924,2.888472,1.4,528.876,297.514,1018,584
0.7097748,1.3173835,0.203051,5.98061963,2.62644,2,546.908,342.245,1112,348
0.6935073,1.2855328,0.181538,5.196922035,3.168489,1.9,589.014,377.963,1310,792
0.699583,1.220791,0.1776705,4.351929662,2.86545,1.1,563.129,458.342,1495,1940
0.6894873,1.1540793,0.1675688,3.327431125,2.673525,0.3,527.565,578.792,1429,1925
0.6568205,1.094922,0.270103,1.959243983,2.100585,0,566.714,696.967,1205,1794
0.6069233,0.9252268,0.2877315,1.355052542,1.296708,0,511.853,779.632,1250,1608
0.5532123,0.8348578,0.3313603,1.593664383,1.715214,0.6,361.072,837.277,1103,1948
0.5079385,0.7681818,0.2930583,1.64182457,2.174427,2.7,290.081,934.517,1023,2481
0.4830098,0.86169,0.366909,0.921610863,2.909172,5.8,322.345,1100.343,873,2514
0.429604,0.8960558,0.6066783,0.339310415,2.82855,6.7,329.059,1165.721,864,2342
0.369557,0.8980098,0.92225,0.52100566,2.894493,7.2,233.26,1235.553,910,2034
0.2740183,0.9950423,1.1039665,0.750861101,2.924412,6.4,145.893,1326.549,819,2049
0.223456,0.9993823,1.1837815,0.869072476,2.599089,4.6,122.655,1379.93,896,2018
0.18387,1.016639,0.9161323,1.287190462,2.258271,2.1,117.57,1492.376,725,1951
0.1700863,1.0717323,0.9919383,1.665904663,2.148909,0,132.834,1489.491,666,1855
0.122921,1.0394123,1.023607,2.191288523,2.001624,0,118.349,1570.484,695,1888
0.0852023,1.0370665,0.7994203,2.629108412,2.425809,0,96.056,1495.463,660,2094
0.0356035,1.0425518,0.6623533,2.567813624,2.650296,0,97.369,1368.764,620,1953
0.0221998,1.0441928,0.5725223,2.504329745,2.975451,0,59.622,1474.975,742,1661
0.0125418,0.9764258,0.3542508,1.93954209,2.448096,0,44.36,1469.17,874,1545
0.0192738,0.8511458,0.1929233,1.291568663,2.571396,0,30.945,1369.063,872,1423
0.0255068,0.8402458,0.4123778,1.059524122,2.266227,0,32.135,1295.456,738,1590
0.011524,0.824584,0.8245305,1.033254928,2.445759,0,34.786,1121.913,869,1378
0.009413,0.8398915,1.137922,0.895341669,1.877616,0,37.363,1039.298,932,1252
0.009285,0.841711,1.2325035,0.816534089,1.791279,0,66.256,949.96,1064,1281
0.0075205,0.8414885,1.049257,1.068280523,2.313342,0,60.474,796.396,1160,1113
0.0070183,0.8543013,1.0607953,1.098927917,2.00253,0,53.789,664.546,1138,741
0.0014088,0.8348675,0.8103705,0.812155889,1.852668,0,54.584,612.776,1089,311
0.000834,0.857841,0.7444355,0.652351627,1.921143,0,57.041,516.973,1029,131
0.0007023,0.8283193,0.8234155,0.790264895,1.708908,0,63.316,347.956,946,14
0.0003815,0.8399618,0.7978093,1.232462975,2.225007,1.5,57.977,166.297,746,4
0.0002613,0.811135,0.8480498,2.121237344,2.572419,4,23.908,71.931,353,7
0.000256,0.859584,0.987148,2.979364319,3.034827,6.7,20.27,45.748,186,33
0.0000638,0.8127168,1.0128833,3.563853867,3.229605,8.3,15.421,16.721,145,75
0.0001163,0.7228178,0.9748385,4.03232114,3.425199,7.8,9.452,8.687,149,116
0.0002143,0.7208725,1.1427433,5.463992171,3.207039,6.3,5.213,12.326,117,201
0.0021278,0.7508988,1.0808398,4.789749541,2.931006,3.8,1.444,19.068,102,364
0.0047808,0.8373388,1.1245953,4.877313522,2.081571,1,0.189,55.68,66,607
0.008922,0.8656755,1.2084978,5.733251397,0.642663,0,0.112,163.106,26,1035
0.009121,0.8705018,1.0741193,5.60190543,0.285855,0,2.612,371.869,15,1644
0.011125,0.9064253,0.994323,5.168463742,0.285912,0,13.64,659.825,13,1934
0.0304098,0.6827618,0.7865065,5.352348096,0.430968,0,32.103,916.775,45,2031
0.0636445,0.5003545,0.5762055,5.439912077,0.233973,0,57.712,951.263,65,2141
0.1018703,0.3747133,0.5415045,6.118532898,0.105891,0,108.957,1111.675,64,2188
0.1564213,0.3600008,0.6536115,6.363712031,0.01446,0,165.394,1134.942,65,2142
0.2815455,0.357263,0.580799,6.087885504,0.50259,0,188.237,1031.366,60,2031
0.3501845,0.340668,0.707092,6.258635257,0.580644,0,194.229,964.745,61,2075
0.3204053,0.3775068,0.7297423,6.284904451,0.740694,0,242.744,981.325,66,2183
0.3327075,0.3567465,0.9231508,5.958728637,0.466398,0,248.264,915.882,67,2039
0.350448,0.3011885,0.9797393,5.30418791,0.2586,0,202.477,793.91,53,1931
0.3449678,0.2770793,0.9251668,4.956121103,0.402462,0,205.606,621.054,36,1996
0.3331078,0.205398,0.801285,4.796316842,0.18666,0,206.787,534.476,22,1940
0.293333,0.1673428,0.8698355,4.851044329,0.01725,0,169.35,293.979,20,1859
0.2546995,0.1715038,0.7871658,4.268743881,0.064233,0,124.044,200.92,8,1856
0.2504225,0.0946365,0.66328,3.857193186,0.01263,0,112.024,182.447,4,1729
0.2525815,0.0647158,0.5787293,3.984160953,0.022734,0,67.99,107.199,4,1689
0.3046538,0.0726855,0.5879043,3.791520207,0.136242,0.7,50.861,86.587,4,2107
0.3619643,0.0919223,0.4662923,2.832694659,0.44997,2.5,52.573,91.454,4,2407
0.290936,0.1239143,0.3947875,1.904516504,0.600063,3.1,57.918,103.316,4,2482
0.249392,0.161335,0.3186678,1.602420784,0.721875,2,62.295,141.331,4,2509
0.23063,0.207992,0.3731518,1.431671022,0.883116,0.1,66.163,155.236,9,2498
0.2025003,0.3027308,0.5329928,1.517045903,0.861303,0,67.632,100.72,12,2393
0.2241103,0.4365513,0.7063613,1.510478602,1.259604,0,68.893,90.131,16,2509
0.2339753,0.5577618,0.802255,1.295946863,1.172301,0,47.405,70.428,13,2545
0.2694995,0.6450615,0.7143183,1.105495208,1.503759,0,30.518,47.907,22,2641
0.3302533,0.6974828,0.6539293,0.818723189,1.271547,0,20.813,39.649,45,2497
0.3782178,0.7282903,0.7755985,0.742104709,0.973473,0,22.474,27.437,79,2502
0.3996135,0.715752,0.6659583,0.540707562,1.188477,0,21.354,16.339,115,2465
0.3755235,0.7947783,0.6297858,0.433441688,1.098264,0,22.098,15.841,143,2433
0.3309243,0.942721,0.517975,0.418117986,2.353212,0,20.758,29.69,125,2271
0.2918453,0.9746613,0.510515,0.337121315,2.468052,0,23.092,26.862,110,2021
0.2711888,0.903914,0.462688,0.313041222,2.593314,0,28.21,27.072,118,1765
0.2864273,0.7903275,0.4344593,0.334932215,2.807826,0,45.85,39.535,128,801
0.294869,0.9338738,0.3813048,0.321797613,2.462976,0,74.004,82.257,132,672
0.2541098,0.9966423,0.3261923,0.341499506,2.248245,0,72.489,197.339,160,600
0.2708028,0.8709755,0.429117,0.422496187,2.868759,0,69.357,184.129,167,622
0.2704868,0.9006343,0.3362578,0.387470602,3.342297,0,63.224,254.827,137,640
0.254033,0.9329103,0.1804798,0.350255907,3.285225,0,42.476,272.723,82,487
0.2187455,0.9037463,0.3983623,0.317419413,3.623034,1.1,26.238,413.587,31,311
0.1518013,0.8795753,0.504363,0.236422741,3.628359,4.1,37.356,537.05,6,238
0.1296953,0.813565,0.355221,0.330554014,3.590592,8.5,49.127,719.052,6,222
0.1059228,0.757532,0.4733865,0.678620821,3.559827,7.7,55.954,785.757,4,213
0.080452,0.739293,0.792232,0.755239301,3.893088,8.1,94.084,862.441,4,224
0.06593,0.7832433,1.0268323,1.022309436,3.316263,8.3,147.181,977.61,4,247
0.056301,0.8203393,1.1406618,1.142709903,3.124059,5.8,221.96,1073.939,4,210
0.0696988,0.7344015,1.1762603,1.311270556,2.447409,1,286.434,1052.051,5,228
0.0754808,0.7861038,1.1566988,1.35067435,1.897707,0,352.79,833.049,6,458
0.1055125,0.8765043,1.2878833,2.281041605,2.323836,0,495.99,1032.986,4,561
0.1049535,0.7523408,1.378783,3.034091806,2.514063,0,699.534,923.841,7,516
0.0979128,0.6574398,1.4245305,2.858963852,2.250501,0,926.914,882.797,11,446
0.0850003,0.6071128,1.1106835,3.51788278,2.095047,0,1040.527,732.517,32,230
0.0573855,0.4632518,0.8377083,4.054212142,1.187832,0,1057.882,665.61,41,154
0.0486098,0.3416058,0.887199,4.03232114,0.445734,0,898.434,648.879,53,319
0.0616138,0.2195478,0.8313328,3.918487974,0.294213,0,768.415,421.758,82,562
0.0669083,0.1318375,0.682815,3.760872813,0.130335,0,638.235,233.014,96,1346
0.0758855,0.0822588,0.5430388,4.472330128,0.002613,0,529.811,122.885,94,1847
0.0549648,0.0557248,0.431742,4.573028702,0.00075,0,481.105,105.609,112,2031
0.0442335,0.0565495,0.4409595,4.678105476,0,0,632.05,160.034,94,1554
0.0367265,0.0418135,0.3292328,4.940797401,0,0,744.423,211.876,36,1595
0.0383035,0.017942,0.304827,5.262595024,0,0,743.809,274.74,24,1700
0.0310708,0.007089,0.2685528,5.262595024,0,0,784.306,445.16,43,1908
0.0179955,0.00197,0.1146805,4.535814007,0,0,885.473,648.711,50,1842
0.0079825,0.0008928,0.0490273,4.457006436,0,0,743.949,663.765,31,2085
0.0044565,0.001245,0.0236365,4.476708329,0,0,685.733,672.732,14,2400
0.0020405,0.0049895,0.0147653,4.901393616,0,0,828.322,658.34,39,2707
0.0008623,0.0160005,0.010873,5.549367043,0,1.6,805.126,633.384,90,2764
0.0006515,0.0277085,0.0204538,5.61066183,0.054615,2.7,684.424,619.736,120,2740
0.0009043,0.056378,0.0367143,5.376428189,0.022563,2,579.045,709.303,152,2704
0.0008448,0.058512,0.0679605,5.148761849,0.020493,0,568.383,707.49,211,2607
0.0014673,0.0639673,0.1459815,5.210056637,0.041667,0,525.467,496.007,289,1995
0.0025265,0.0654905,0.2465163,4.984579397,0.095517,0,420.18,496.831,408,1444
0.0033698,0.0652555,0.3285735,4.940797401,0.027633,0,395.476,482.979,621,1037
0.000667,0.0548343,0.434431,4.695618268,0.006141,0,369.068,435.162,874,795
0.0001243,0.0646803,0.6329873,3.879084179,0.007287,0,316.264,365.58,1021,627
0.0005498,0.0459675,0.7955858,3.96445906,0.001518,0,292.109,415.499,1179,579
0.0018118,0.050081,0.857416,3.612014053,0.002328,0,258.334,438.574,1181,675
0.0053553,0.0495828,0.9914348,2.937771433,0.00207,0,262.676,347.207,1123,829
0.0144195,0.0409868,1.1434865,2.714483293,0.000957,0,220.067,242.337,1160,776
0.0226,0.0259325,1.3216725,2.480249652,0.004269,0,198.693,253.177,1034,624
0.0282188,0.0239748,1.514999,1.834465316,0.00414,0,151.642,212.163,790,569
0.0362028,0.0225825,1.6594543,1.004796635,0.005346,0,124.451,156.428,473,580
0.042778,0.0175513,1.733941,1.011363935,0.000276,0,60.536,112.962,202,603
0.0465705,0.0141338,1.900783,1.147088103,0,0,40.529,72.79,149,602
0.060351,0.0120358,1.9757425,1.136142602,0.001863,0,20.296,42.309,138,717
0.1040095,0.0114213,2.05727,0.897530761,0.00975,0,10.798,34.976,182,732
0.1144388,0.0123765,2.0904565,0.718024616,0.187572,0,11.787,44.464,192,881
0.1415698,0.0224658,2.0834055,1.004796635,0.187089,0,12.691,57.036,187,1131
0.1759175,0.0355253,2.0531498,1.245597576,0.253752,0,8.049,102.918,207,1360
0.2122773,0.028124,2.0226338,1.295946863,0.178134,2.7,3.998,164.058,170,1541
0.2571575,0.0175508,1.8473293,1.155844495,0.126474,3.8,6.385,206.811,239,1651
0.1640735,0.0081365,1.708616,1.033254928,0.014211,3.4,10.296,211.003,372,1735
0.1913075,0.0073948,1.2826298,1.039822229,0.004449,2,23.477,217.893,424,1718
0.2493683,0.0097895,1.23212,0.873450667,0,0,33.817,219.566,454,1305
0.242744,0.0108253,0.9606033,0.586678648,0,0,97.339,197.057,439,1415
0.2861235,0.0216158,0.6600398,0.256124634,0,0,192.331,214.249,595,1675
0.328533,0.029291,0.6747438,0.129156867,0.01026,0,335.034,200.376,1125,2247
0.3961545,0.0380945,0.609066,0.124778667,0.015804,0,409.099,196.151,1197,2686
0.4227545,0.0444415,0.5178503,0.107265874,0.000276,0,406.936,178.103,929,2485
0.3768235,0.061894,0.7640525,0.232044541,0,0,301.462,172.841,805,2647
0.4286413,0.0893203,0.9322368,0.359012308,0,0,271.35,216.667,703,2190
0.424411,0.1104238,0.830435,0.29333932,0,0,254.993,231.323,622,2034
0.453848,0.1138963,0.7917053,0.52538386,0,0,259.706,211.663,841,1978
0.4413643,0.1410225,0.7633493,0.682999021,0,0,286.775,135.488,1315,1904
0.399824,0.1629018,0.658302,0.755239301,0,0,337.478,113.664,1590,2081
0.3143515,0.1557578,0.594287,0.844992383,0,0,321.044,134.737,1508,2086
0.2759903,0.1666138,0.6476085,0.742104709,0.012,0,334.417,169.629,1282,1973
0.2987143,0.1587395,0.5752458,0.580111348,0.01701,0,334.973,174.259,1117,1696
0.3459948,0.1491758,0.5481585,0.529762061,0.013248,0,320.232,184.277,1166,1686
0.3287678,0.160131,0.7682238,0.464089082,0.166962,0,319.22,192.507,1011,1636
0.3331085,0.1360458,0.8850515,0.437819888,0.083571,0,240.368,240.232,777,1093
0.4286778,0.0696453,0.9139295,0.481601874,0,0,231.942,238.01,557,806
0.435005,0.0404098,0.7787833,0.313041222,0,0,250.71,233.506,465,924
0.4034615,0.0373023,0.7476995,0.096320373,0.003243,1.3,259.451,234.577,396,745
0.3878148,0.0440035,0.5934393,0.080996681,0.001311,3.2,318.632,274.005,597,445
0.3997855,0.0632078,0.5071208,0.07005118,0.097947,3.7,279.455,272.312,850,323
0.3053408,0.093281,0.4764185,0.039403786,0.244167,2.3,465.209,280.043,780,198
0.267916,0.1676148,0.4676663,0.015323692,0.353013,0,666.28,344.175,790,100
0.2870268,0.2916438,0.5317878,0.021890993,0.277371,0,710.418,380.248,632,50
0.2970143,0.5246238,0.815557,0.063483879,0.563844,0,670.391,415.481,522,93
0.3345715,0.6646213,1.0858493,0.118211366,0.757737,0,559.684,459.036,473,115
0.390152,0.8466633,1.130223,0.214531748,1.601634,0,838.334,515.813,362,301
0.4141975,1.1479013,0.958472,0.253935534,2.591715,0,1088.801,562.209,258,796
0.3070915,1.2880678,0.6998713,0.284582928,3.088377,0,1005.818,574.291,235,1228
0.2558313,1.3948123,0.6913558,0.175127953,3.371406,0,1118.353,549.784,274,1394
0.2312498,1.413575,0.6710535,0.14885876,4.094502,0.3,1239.506,513.17,262,1324
0.1963595,1.3521915,0.6865675,0.091942173,3.569691,1.1,1289.787,477.442,312,1265
0.1987718,1.502289,0.7017095,0.100698573,3.691011,1.8,1147.674,475.459,395,1184
0.1947353,1.5157885,0.8247218,0.07661848,2.157159,2.5,1101.787,512.092,389,953
0.1815235,1.4549248,0.8386878,0.054727487,1.104111,2.7,1306.858,540.248,424,721
0.1518695,1.5278618,1.003405,0.043781986,1.577802,3,1552.761,615.93,360,739
0.1246003,1.6306648,1.007444,0.050349287,1.750338,3.3,1517.312,668.294,261,1432
0.1100073,1.6093395,1.029515,0.052538387,2.247363,3.2,1370.951,708.94,189,1948
0.0903765,1.581274,1.0157845,0.037214695,2.020281,2.5,1334.401,842.437,162,2811
0.0559528,1.5759385,1.0791063,0.028458294,1.155711,3.3,1383.637,957.382,161,2900
0.0334548,1.4355513,1.234427,0.010945501,0.349902,4.9,1450.25,995.679,85,2779
0.020895,1.39976,1.5701505,0.006567301,0.10704,7.9,1513.431,980.725,68,2855
0.010948,1.3905465,1.9278913,0.008756401,0.04194,10.8,1562.662,964.875,173,2882
0.0265308,1.1858925,2.0475455,0.015323692,0.040167,12.5,1478.183,934.91,489,2890
0.041397,0.8543525,2.0385425,0.021890993,0.000414,10.9,1303.025,970.076,689,2885
0.0596468,0.6541483,1.8753293,0.030647394,0,8,1347.916,962.294,757,2896
0.069314,0.6236873,1.6824798,0.054727487,0,4.6,1583.705,1110.305,781,2791
0.0518945,0.7445848,1.5409965,0.089753072,0,1.4,2012.965,1245.884,1020,2281
0.077918,1.090052,1.1202825,0.15323696,0.008694,0.8,2024.154,1326.548,1186,1919
0.1135055,1.3756835,1.040303,0.234233641,0.174714,2.8,1265.966,1295.778,1344,1780
0.1606853,1.5089755,1.0591788,0.332743114,0.129414,3.6,1043.237,1376.852,1143,1553
0.146024,1.5338985,1.2959058,0.356823208,0.598881,3,1213.063,1335.59,635,1159
0.1747985,1.4858058,1.4218518,0.264881035,0.773181,2.7,1378.303,1282.975,924,803
0.1854223,1.4142843,1.4942048,0.232044541,0.312501,1.9,1233.61,1129.531,1564,580
0.195178,1.3609353,1.5948735,0.337121315,0.085845,1.6,861.971,1006.109,1918,422
0.2011,1.42402,1.4775543,0.3721469,0.019803,1.9,595.256,898.534,2110,323
0.2080508,1.2698123,1.2382228,0.44219808,0,1.7,459.823,813.135,1912,212
0.2126458,1.0804005,1.233647,0.409361595,0.003,0.9,332.986,806.261,1794,173
0.226186,1.0959523,1.1388783,0.3765251,0.10953,1,371.25,847.13,1844,239
0.21315,0.9963355,0.8454268,0.641406135,0.458742,0.8,488.054,879.095,1970,217
0.1787848,0.5946845,1.001494,1.096738816,0.272331,0,727.518,828.519,2204,208
0.1728368,0.3499748,0.943355,1.140520802,0.144804,0,937.986,768.033,2095,335
0.2021368,0.1733535,1.063839,0.97196015,0.03816,0,998.341,808.383,2179,754
0.2034113,0.0933215,1.0978403,0.991662042,0.141213,0,1158.205,756.518,2392,581
0.1823853,0.0655368,1.1549075,1.285001362,0.112797,0,1192.964,696.058,2458,477
0.1764045,0.0756248,1.0900188,1.519235003,0.279108,0,1016.323,669.636,2599,546
0.1767055,0.0515768,1.0680348,1.683417456,0.033735,0,1035.18,578.82,2739,584
0.1470018,0.0971373,0.9273865,1.552071497,0.100917,0,1024.948,520.361,2803,684
0.1424753,0.1786598,0.8355545,1.158033595,0.29835,0,946.895,542.199,2792,962
0.1121698,0.2914413,0.7119045,0.954447348,0.385668,0,1106.86,568.131,2755,1066
0.1007615,0.3502673,0.5435905,0.794643096,0.778941,0,1200.638,608.783,2705,1229
0.0747503,0.3330428,0.5151783,0.691755422,1.3818,0,1417.317,593.965,2542,1336
0.0690703,0.4939933,0.6075733,0.637027935,0.986454,0,1532.078,598.928,2395,1514
0.0789405,0.6815825,0.9028578,0.538518462,0.339453,0,1259.163,715.501,2344,1554
0.0983775,0.6777108,0.8529965,0.398416094,0.219396,0,1071.03,670.035,2375,1323
0.0881913,0.6446853,0.629198,0.3699578,0.58668,0,1188.855,612.493,2461,1030
0.0841718,0.5786073,0.6064523,0.29771752,1.232076,0,1566.977,474.533,2573,951
0.0843523,0.51504,0.5955915,0.190451646,1.454025,0,1766.13,382.772,2509,815
0.0831365,0.502467,0.4360748,0.111644075,1.241643,0,1826.913,293.101,2402,776
0.0885428,0.4500268,0.399086,0.142291459,1.265574,0,1695.771,251.671,2267,1213
0.0868068,0.4246358,0.472958,0.137913268,1.407264,0,1682.916,277.997,1958,1954
0.0951145,0.4505435,0.5516668,0.133535068,1.259358,0,1727.144,299.208,1827,2019
0.0969323,0.3760563,0.5371513,0.116022266,1.046868,0,1756.889,327.977,1818,2273
0.1310213,0.2690345,0.5610913,0.166371553,0.697269,0,1597.55,348.6,1623,2407
0.1879305,0.1603868,0.4830458,0.186073455,0.107454,0,1494.728,346.36,1437,2471
0.2161225,0.0716058,0.5135798,0.22328814,0.0015,0,1484.895,334.05,1329,2586
0.3247753,0.0490055,0.3839575,0.238611842,0,0,1270.217,345.714,1445,2343
0.3268023,0.0118238,0.327242,0.155426061,0,0,1025.952,317.167,1444,2205
0.2980745,0.009464,0.2470975,0.098509473,0,0,965.836,242.911,1440,2260
0.179724,0.024279,0.2217018,0.056916587,0.030324,0,781.92,226.161,1008,2103
0.1049768,0.095747,0.3888015,0.124778667,0.28242,0,647.97,294.356,743,1917
0.0899573,0.2215943,0.422075,0.133535068,0.719703,0,496.694,348.062,703,1683
0.0400425,0.3926083,0.5525645,0.137913268,0.730314,2,478.45,362.917,777,1476
0.042314,0.6731448,0.4674873,0.159804261,1.342146,4.2,529.462,358.878,615,1722
0.0175738,0.7237013,0.4342658,0.22109904,0.935364,1.1,959.244,377.092,614,2079
0.0180983,0.741461,0.455603,0.282393828,0.794859,0.3,1383.77,535.291,713,2117
0.019008,0.7628533,0.537182,0.317419413,0.595215,0,1646.773,852.894,742,2416
0.0153105,0.6953768,0.5771183,0.404983394,0.286083,0,1736.162,904.775,797,2446
0.0164393,0.6142833,0.4049535,0.580111348,0.092112,0,1759.131,843.338,663,2605
0.0225433,0.4800083,0.885856,0.788075795,0.017421,0,1617.895,991.309,476,2700
0.0639573,0.3553678,1.8284695,0.987283842,0.000207,0,1409.604,1084.113,514,2670
0.0606655,0.2307688,2.174023,1.263110369,0,0,1118.354,1043.719,433,2524
0.1030258,0.145201,2.2731888,1.252164868,0,0,1042.836,1204.286,425,2446
0.248333,0.0660433,2.2265753,1.685606556,0.000276,0,1327.891,1250.128,347,2396
0.3386965,0.049526,2.031203,1.998647777,0,0,1628.295,1254.599,258,2582
0.4063148,0.0587355,1.5724658,1.889192803,0.006831,0,1663.199,1217.313,227,2777
0.4515598,0.046829,1.735215,2.267907004,0.005658,0,1356.505,1240.903,195,2767
0.2556763,0.0374015,1.8341758,2.721050584,0,0,1074.964,1148.793,144,2788
0.1367385,0.0260125,1.5261615,2.883043946,0,0,1225.947,1216.799,154,2613
0.0876713,0.0177868,1.147832,2.898367638,0,0,2091.393,1310.766,153,2628
0.089528,0.0143598,1.1849265,3.145735871,0,0,2471.557,1270.938,165,2596
0.0775555,0.0151793,0.8520618,4.014808347,0,0,2419.528,1261.585,133,2366
0.0640083,0.0278995,0.7446875,3.979782753,0,0,2393.114,1251.018,72,2378
0.0524788,0.0431165,1.007939,4.097994128,0.0165,0,2343.007,1228.484,70,1942
0.073077,0.078466,1.081379,4.542381308,0.079308,0,2235.198,1246.68,112,1409
0.073195,0.1170255,0.9268833,4.338795061,0.122367,0,2146.915,1462.122,134,1154
0.0768733,0.1788318,0.694787,4.535814007,0.10518,0,2124.1,1442.694,170,920
0.0655095,0.3066423,0.5307475,4.594919695,0.173958,0,2115.427,1590.165,264,809
0.067626,0.4157603,0.3302048,4.308147667,0.021816,0,1886.74,1680.283,277,664
0.0807078,0.4112138,0.4164668,4.914528208,0.028473,0,1507.515,1883.644,360,378
