Horizontalstrahlung;Oststrahlung;Südstrahlung;Weststrahlung;Nordstrahlung;Außentemperatur;Rel. Feuchte
0;0;0;0;0;8.8;77.1
0;0;0;0;0;8.4;79.6
0;0;0;0;0;8;81.3
0;0;0;0;0;7.7;82
0;0;0;0;0;7.3;84.5
0;0;0;0;0;6.9;86.5
0;0;0;0;0;6.6;84.7
0;0;0;0;0;6.1;81.1
0;0;0;0;0;5.6;80.5
0;0;0;0;0;5.1;83
0;0;0;0;0;4.8;87.2
0;0;0;0;0;4.5;83.5
0;0;0;0;0;4.3;84.9
0;0;0;0;0;4.3;79.7
31;26;21;16;16;5.1;75.7
88;65;61;44;44;6.3;75.9
167;139;160;75;75;7.9;67.7
251;168;266;102;102;9.6;61.1
261;126;262;110;110;10.9;59.7
257;108;259;136;108;11.8;58.1
230;96;241;168;96;12.3;58
149;68;143;133;68;12.1;63.1
74;36;53;60;36;11.4;67.4
3;1;0;0;1;10.2;69.7
0;0;0;0;0;9.8;73.5
0;0;0;0;0;9.4;71.5
0;0;0;0;0;9;71.2
0;0;0;0;0;8.6;72.8
0;0;0;0;0;8.2;76.5
0;0;0;0;0;7.8;80.1
0;0;0;0;0;7.4;80.7
0;0;0;0;0;7;81.7
0;0;0;0;0;6.7;85.1
0;0;0;0;0;6.4;87
0;0;0;0;0;6.2;84.1
0;0;0;0;0;6;85.8
0;0;0;0;0;5.9;88.5
0;0;0;0;0;5.9;87.5
51;225;131;23;23;7.3;83.1
124;193;171;53;53;9;78.2
185;187;225;78;78;10.6;74.1
349;302;610;97;97;13.3;68.9
367;160;605;110;110;15.5;63.2
286;109;354;155;109;16.5;58.1
237;98;282;189;98;16.9;56.9
196;75;298;267;75;16.8;54.2
74;36;70;82;36;15.4;61.4
3;1;0;0;1;13.6;68.9
0;0;0;0;0;13.3;69.8
0;0;0;0;0;12.7;74.1
0;0;0;0;0;12.2;74.2
0;0;0;0;0;11.7;74.4
0;0;0;0;0;11.1;79.7
0;0;0;0;0;10.6;83.3
0;0;0;0;0;10.1;85.3
0;0;0;0;0;9.5;83.6
0;0;0;0;0;9;84.7
0;0;0;0;0;8.5;85.7
0;0;0;0;0;8.2;85
0;0;0;0;0;8;89.5
0;0;0;0;0;7.8;92.1
0;0;0;0;0;7.8;93
14;2;4;7;7;8.2;87.6
85;68;64;41;41;9.5;88
78;42;42;41;41;10;87.9
90;47;48;47;47;10.7;87.9
75;40;38;40;40;10.9;76.3
45;24;21;23;24;10.8;80.3
360;103;634;364;103;12.8;76
300;76;644;561;76;13.8;71.3
113;43;222;284;43;13.8;71
3;1;0;0;1;13.1;74.9
0;0;0;0;0;12.3;74.9
0;0;0;0;0;11.5;77.8
0;0;0;0;0;10.7;78.8
0;0;0;0;0;9.9;79.6
0;0;0;0;0;9.1;79.5
0;0;0;0;0;8.3;80.6
0;0;0;0;0;7.5;85.5
0;0;0;0;0;6.7;88.4
0;0;0;0;0;5.8;90.4
0;0;0;0;0;4.9;93.2
0;0;0;0;0;4.4;94.3
0;0;0;0;0;3.9;96.4
0;0;0;0;0;3.5;97.3
0;0;0;0;0;3.1;100
20;9;9;11;11;4;98.9
181;563;486;44;44;7.5;88.7
308;521;687;63;63;10.6;80.7
395;366;812;73;73;13;66.4
441;159;878;78;78;14.9;58.5
438;77;880;225;77;16.4;53.4
388;70;815;434;70;17;50.1
284;59;663;571;59;16.6;47.6
148;38;439;574;38;14.8;53.4
8;4;2;0;4;12.6;62.8
0;0;0;0;0;11.9;71
0;0;0;0;0;11.2;70.8
0;0;0;0;0;10.5;71.3
0;0;0;0;0;9.8;77.4
0;0;0;0;0;9.1;79.1
0;0;0;0;0;8.4;80.9
0;0;0;0;0;7.7;83.2
0;0;0;0;0;7.3;87.1
0;0;0;0;0;6.9;87.4
0;0;0;0;0;6.6;85.6
0;0;0;0;0;6.4;86.1
0;0;0;0;0;6.2;87.5
0;0;0;0;0;6.1;90.1
0;0;0;0;0;6;91.2
12;1;3;6;6;6.5;92.1
92;102;93;43;43;8.2;85
147;102;113;69;69;9.6;82.3
200;130;192;89;89;10.8;77.2
268;129;330;106;106;12.1;72.8
226;99;222;121;99;12.7;70.6
169;80;126;102;80;12.8;68.4
121;59;87;83;59;12.4;70.9
62;31;41;44;31;11.7;86.1
2;1;0;0;1;10.7;76.5
0;0;0;0;0;10.2;75.2
0;0;0;0;0;9.7;76
0;0;0;0;0;9.3;77.4
0;0;0;0;0;8.8;80.9
0;0;0;0;0;8.3;85.3
0;0;0;0;0;7.9;89.9
0;0;0;0;0;7.4;92.2
0;0;0;0;0;6.9;97.7
0;0;0;0;0;6.4;98.7
0;0;0;0;0;5.9;98.9
0;0;0;0;0;5.3;98.9
0;0;0;0;0;5.4;98.1
0;0;0;0;0;5.3;98.9
0;0;0;0;0;5.1;98.9
2;0;0;1;1;5.2;98.9
49;25;25;26;26;6.2;98.9
33;15;14;18;18;6.2;97
101;54;56;52;52;7;94.2
90;47;48;47;47;7.4;95.5
87;46;46;46;46;7.6;93.4
279;94;444;263;94;8.9;84.6
217;62;457;394;62;9.5;82.9
104;39;250;317;39;9.5;83.8
4;2;1;0;2;8.7;86.8
0;0;0;0;0;8.3;89.6
0;0;0;0;0;7.8;91.9
0;0;0;0;0;7.4;90.4
0;0;0;0;0;7;90.4
0;0;0;0;0;6.5;94.1
0;0;0;0;0;6.1;96
0;0;0;0;0;5.7;95.7
0;0;0;0;0;5.3;98.8
0;0;0;0;0;4.8;97.8
0;0;0;0;0;4.4;99.4
0;0;0;0;0;4.2;99.8
0;0;0;0;0;3.9;100
0;0;0;0;0;3.8;98.8
0;0;0;0;0;3.6;99
6;0;1;3;3;3.8;97.1
51;27;27;27;27;4.2;98.2
91;51;53;47;47;5.3;91.7
126;68;76;64;64;6.1;88.3
141;73;86;71;71;6.7;88.3
136;69;82;71;69;7.1;88.2
114;58;68;63;58;7.2;88.2
81;42;46;45;42;7;75.7
38;20;19;19;20;6.6;74.6
2;1;0;0;1;6;75.5
0;0;0;0;0;5.7;77.9
0;0;0;0;0;5.5;79.3
0;0;0;0;0;5.2;81.4
0;0;0;0;0;5;83.2
0;0;0;0;0;4.6;88.5
0;0;0;0;0;4.4;91.3
0;0;0;0;0;4;88.5
0;0;0;0;0;4;91.3
0;0;0;0;0;3.9;91.3
0;0;0;0;0;3.7;91.3
0;0;0;0;0;3.7;91.3
0;0;0;0;0;3.6;91.3
0;0;0;0;0;3.5;92.1
0;0;0;0;0;3.5;91.3
5;0;1;3;3;3.8;91.3
57;33;33;30;30;5;88.4
114;70;75;57;57;6.3;88.3
135;74;85;68;68;7.2;74.4
157;80;104;78;78;7.9;71.6
154;76;100;81;76;8.4;69.5
114;58;68;63;58;8.5;69.8
103;51;67;64;51;8.5;68.7
44;23;24;24;23;7.9;83.6
1;1;0;0;1;7.2;76.5
0;0;0;0;0;6.7;88.3
0;0;0;0;0;6.5;88.3
0;0;0;0;0;6.3;91.1
0;0;0;0;0;5.9;91.1
0;0;0;0;0;5.2;92.4
0;0;0;0;0;5.4;92.3
0;0;0;0;0;5;94
0;0;0;0;0;4.7;95.1
0;0;0;0;0;4.3;96.6
0;0;0;0;0;3.9;94.5
0;0;0;0;0;3.8;92.3
0;0;0;0;0;3.3;94.9
0;0;0;0;0;3.6;96.3
0;0;0;0;0;3.5;96.8
7;0;1;4;4;3.8;94.6
64;41;40;33;33;5;88.4
112;68;73;56;56;6.1;88.3
148;83;100;73;73;7;88.2
185;93;136;88;88;7.8;72.5
173;83;123;90;83;8.3;71.4
131;66;84;75;66;8.4;72.2
87;44;52;51;44;8.2;73
41;21;22;22;21;7.6;73.2
2;1;0;0;1;6.9;72.2
0;0;0;0;0;6.4;75
0;0;0;0;0;5.8;72.9
0;0;0;0;0;5.3;76.4
0;0;0;0;0;4.7;80.5
0;0;0;0;0;4.1;83
0;0;0;0;0;3.5;82.9
0;0;0;0;0;2.9;81.4
0;0;0;0;0;1.9;86.1
0;0;0;0;0;0.6;93.5
0;0;0;0;0;-0.7;94.1
0;0;0;0;0;-1.5;95.7
0;0;0;0;0;-2.3;96.7
0;0;0;0;0;-2.9;98.3
0;0;0;0;0;-3.5;98.5
14;3;5;7;7;-3.4;95.6
158;540;479;41;41;-1.6;89.9
275;502;678;57;57;-0.1;85.4
350;344;775;70;70;1;83.6
382;153;802;81;81;1.7;84.9
380;77;811;207;77;2.2;80.5
319;70;707;371;70;2.1;80.7
236;53;600;502;53;1.7;82.7
107;37;327;410;37;0.6;87.5
3;1;0;0;1;-0.8;88.4
0;0;0;0;0;-1.5;88.9
0;0;0;0;0;-2.1;90.6
0;0;0;0;0;-2.8;91.7
0;0;0;0;0;-3.4;95.7
0;0;0;0;0;-4.1;97.3
0;0;0;0;0;-4.8;97.4
0;0;0;0;0;-5.4;97.3
0;0;0;0;0;-5;97.8
0;0;0;0;0;-4.4;92.9
0;0;0;0;0;-3.9;93
0;0;0;0;0;-3.6;90.4
0;0;0;0;0;-3.2;91.6
0;0;0;0;0;-3;88.6
0;0;0;0;0;-2.7;85
8;0;1;4;4;-2.2;82.2
95;160;146;42;42;0.3;72.6
165;176;218;71;71;2.6;68.4
228;170;290;94;94;4.6;65.6
248;119;280;101;101;6;62.4
244;100;275;131;100;7;60.3
209;87;266;171;87;7.4;56.6
122;58;116;105;58;6.9;59.2
61;30;65;74;30;6;61.4
1;1;0;0;1;4.7;68.2
0;0;0;0;0;4.5;68.6
0;0;0;0;0;4.2;72
0;0;0;0;0;4;73
0;0;0;0;0;3.7;72.1
0;0;0;0;0;3.5;74.2
0;0;0;0;0;3.2;77.8
0;0;0;0;0;3;74.2
0;0;0;0;0;2.2;78.4
0;0;0;0;0;1.4;88.8
0;0;0;0;0;0.6;92.7
0;0;0;0;0;0.1;96.3
0;0;0;0;0;-0.3;98.1
0;0;0;0;0;-0.7;99
0;0;0;0;0;-1;99
2;0;0;1;1;-1;99
54;32;32;28;28;0;95.5
20;9;8;11;11;-0.2;95.5
97;52;55;50;50;0.4;95.8
225;109;247;94;94;1.9;90.2
214;91;229;115;91;2.7;85.7
260;84;457;258;84;3.6;82.7
163;62;288;245;62;3.7;81.9
117;44;314;386;44;3.5;85
7;4;2;0;4;2.5;90.2
0;0;0;0;0;2.5;87.2
0;0;0;0;0;2.5;89.7
0;0;0;0;0;2.5;88.8
0;0;0;0;0;2.4;86.2
0;0;0;0;0;2.4;87.6
0;0;0;0;0;2.4;88.8
0;0;0;0;0;2.4;88.6
0;0;0;0;0;2.7;84.9
0;0;0;0;0;3.1;84.7
0;0;0;0;0;3.6;84.4
0;0;0;0;0;3.8;85.5
0;0;0;0;0;4.1;87.7
0;0;0;0;0;4.3;86.8
0;0;0;0;0;4.5;84.2
7;0;1;4;4;5;82.3
86;117;108;39;39;7.2;75.5
162;157;193;69;69;9.3;73.5
210;146;239;88;88;11.1;64.8
227;111;247;96;96;12.4;59.9
218;94;233;118;94;13.2;56.3
201;84;233;153;84;13.4;57.9
134;59;157;138;59;13.5;54
65;31;98;115;31;12.7;54.9
1;1;0;0;1;11.5;56.4
0;0;0;0;0;11;58.8
0;0;0;0;0;10.5;61.6
0;0;0;0;0;10;63.2
0;0;0;0;0;9.5;67.2
0;0;0;0;0;9;64.8
0;0;0;0;0;8.5;65.9
0;0;0;0;0;8;66.2
0;0;0;0;0;7;67.4
0;0;0;0;0;6;74.1
0;0;0;0;0;5;77.6
0;0;0;0;0;4.4;81.9
0;0;0;0;0;3.9;81.9
0;0;0;0;0;3.4;86.6
0;0;0;0;0;3;88.8
8;0;2;4;4;3.3;92.4
113;349;316;38;38;5.2;83.7
218;382;514;64;64;7.1;79.6
283;269;569;81;81;8.6;70.5
344;151;724;86;86;9.9;66.7
315;88;615;179;88;10.6;66.3
242;80;430;242;80;10.7;64.5
161;63;253;215;63;10.2;67.9
74;33;134;159;33;9.1;72.1
1;1;0;0;1;7.8;76.9
0;0;0;0;0;7.4;80.9
0;0;0;0;0;6.9;82.9
0;0;0;0;0;6.4;83.5
0;0;0;0;0;6;87.3
0;0;0;0;0;5.5;86.1
0;0;0;0;0;5.1;87.7
0;0;0;0;0;4.6;88.1
0;0;0;0;0;4.4;86.7
0;0;0;0;0;4.3;86.4
0;0;0;0;0;4.3;91.1
0;0;0;0;0;4.3;89.8
0;0;0;0;0;4.3;89.6
0;0;0;0;0;4.3;92.6
0;0;0;0;0;4.3;91.5
6;0;1;3;3;4.7;90.1
90;162;149;40;40;6.6;83.8
175;201;255;72;72;8.6;78
235;183;328;92;92;10.3;73.8
238;119;305;98;98;11.4;67.8
251;100;336;140;100;12.2;63.8
219;86;310;189;86;12.7;62.4
126;56;145;127;56;12.3;62.7
51;25;41;45;25;11.4;65.3
1;1;0;0;1;10.3;65.6
0;0;0;0;0;9.5;68.9
0;0;0;0;0;8.8;70.5
0;0;0;0;0;8.1;72.2
0;0;0;0;0;7.4;73.6
0;0;0;0;0;6.7;77.7
0;0;0;0;0;5.9;80.9
0;0;0;0;0;5.3;85
0;0;0;0;0;4;90.4
0;0;0;0;0;2.7;91.2
0;0;0;0;0;1.3;94.6
0;0;0;0;0;0.6;94.3
0;0;0;0;0;-0.1;97.6
0;0;0;0;0;-0.6;97.6
0;0;0;0;0;-1.1;97.8
4;0;0;2;2;-1.1;97.8
111;336;306;40;40;0.8;91.8
214;391;529;60;60;2.7;83.3
307;316;711;70;70;4.4;77.7
359;150;811;75;75;5.8;76.3
336;85;723;193;85;6.5;73.3
255;77;522;281;77;6.6;74.6
183;54;443;363;54;6.1;77.9
86;31;301;365;31;5.2;77.6
3;2;0;0;2;3.7;84
0;0;0;0;0;3.1;87
0;0;0;0;0;2.5;90.5
0;0;0;0;0;1.9;92.6
0;0;0;0;0;1.2;93.9
0;0;0;0;0;0.6;96.9
0;0;0;0;0;0;99.2
0;0;0;0;0;-0.6;95.8
0;0;0;0;0;-0.8;97.1
0;0;0;0;0;-1;95.8
0;0;0;0;0;-1.2;96.7
0;0;0;0;0;-1.2;98.5
0;0;0;0;0;-1.3;99.3
0;0;0;0;0;-1.4;99.1
0;0;0;0;0;-1.4;97.2
2;0;0;1;1;-1.5;97.7
47;29;28;26;26;-0.5;95.2
79;48;49;44;44;0.4;89.3
94;54;57;52;52;0.8;88.9
76;43;42;43;43;1.1;88.9
87;48;50;49;48;1.3;88.8
62;35;33;34;35;1.4;88.8
54;30;29;29;30;1.3;88.8
19;11;7;6;11;0.9;88.9
1;0;0;0;0;0.5;88.9
0;0;0;0;0;0.2;91.7
0;0;0;0;0;-0.1;91.7
0;0;0;0;0;-0.4;91.7
0;0;0;0;0;-0.9;89.1
0;0;0;0;0;-1.5;91.8
0;0;0;0;0;-2.4;91.9
0;0;0;0;0;-2;91.9
0;0;0;0;0;-2.1;91.9
0;0;0;0;0;-2.6;91.9
0;0;0;0;0;-3.2;92
0;0;0;0;0;-3.5;92
0;0;0;0;0;-3.8;92
0;0;0;0;0;-4.1;92.1
0;0;0;0;0;-4.4;92.1
7;1;3;5;5;-4.3;92.1
90;231;214;55;55;-3.2;92
95;75;79;66;66;-2.9;89.3
182;163;247;110;110;-2.1;80.5
354;226;791;160;160;-0.7;75.2
302;147;653;231;147;-0.1;72.5
200;114;337;215;114;-0.1;73.1
62;44;46;45;44;-0.9;75.9
60;38;127;147;38;-1.7;80.8
4;3;2;0;3;-2.5;82.5
0;0;0;0;0;-2.4;82.8
0;0;0;0;0;-2.2;83.6
0;0;0;0;0;-2.1;85.3
0;0;0;0;0;-2;87.5
0;0;0;0;0;-1.8;89.7
0;0;0;0;0;-1.7;89.1
0;0;0;0;0;-1.5;91.7
0;0;0;0;0;-1;85.2
0;0;0;0;0;-0.5;87.3
0;0;0;0;0;0.1;84.7
0;0;0;0;0;0.4;82.6
0;0;0;0;0;0.7;81.7
0;0;0;0;0;1;84.1
0;0;0;0;0;1.2;81.2
1;0;0;1;1;1.3;88.8
51;38;38;31;31;2.8;91.4
84;56;59;50;50;4.4;88.5
132;87;104;77;77;5.8;88.3
114;70;79;69;69;6.5;73.1
136;80;103;84;80;7.2;66
163;87;196;136;87;7.9;68
123;66;164;143;66;8.2;64.2
60;34;114;131;34;7.8;64.6
2;1;0;0;1;7;72.3
0;0;0;0;0;6.7;74.7
0;0;0;0;0;6.5;73.1
0;0;0;0;0;6.2;73.5
0;0;0;0;0;6;87.5
0;0;0;0;0;5.8;91.1
0;0;0;0;0;5.6;91.2
0;0;0;0;0;5.3;91.2
0;0;0;0;0;4.7;91.2
0;0;0;0;0;4;91.3
0;0;0;0;0;3.3;91.5
0;0;0;0;0;2.9;93.5
0;0;0;0;0;2.5;91.6
0;0;0;0;0;2.2;94.3
0;0;0;0;0;1.8;93.1
1;0;0;1;1;1.9;94
45;27;27;24;24;2.7;88.7
64;36;36;35;35;3.1;88.6
102;57;63;54;54;3.7;77.8
193;101;216;88;88;4.7;76.5
168;83;137;91;83;5.2;74.1
164;76;182;124;76;5.5;71.9
103;51;107;94;51;5.4;73.3
59;28;143;166;28;5;73.9
3;1;0;0;1;4.3;78.5
0;0;0;0;0;4.1;75.9
0;0;0;0;0;3.8;78.5
0;0;0;0;0;3.6;80.6
0;0;0;0;0;3.4;79.8
0;0;0;0;0;3.1;82.5
0;0;0;0;0;2.9;83.5
0;0;0;0;0;2.6;86.7
0;0;0;0;0;2.7;87.5
0;0;0;0;0;2.8;86.4
0;0;0;0;0;2.9;90
0;0;0;0;0;2.9;86.9
0;0;0;0;0;3;88.9
0;0;0;0;0;3.1;88.1
0;0;0;0;0;3.1;89.3
1;0;0;1;1;3.2;91.4
32;15;15;17;17;4;88.5
65;35;36;34;34;5;88.4
94;51;55;48;48;5.8;88.4
110;57;65;56;56;6.5;73.1
109;56;65;57;56;6.9;71.9
97;50;58;53;50;7.2;70.6
68;35;39;38;35;7.2;69.7
30;16;15;14;16;6.8;73.4
1;0;0;0;0;6.3;77.3
0;0;0;0;0;5.9;77.1
0;0;0;0;0;5.7;75.5
0;0;0;0;0;5.2;88.4
0;0;0;0;0;5;88.4
0;0;0;0;0;3.9;91.3
0;0;0;0;0;4;91.3
0;0;0;0;0;3.9;88.6
0;0;0;0;0;3.2;93.8
0;0;0;0;0;2.3;97.1
0;0;0;0;0;1.4;98.9
0;0;0;0;0;0.9;99
0;0;0;0;0;0.4;98.2
0;0;0;0;0;0;98.3
0;0;0;0;0;-0.5;99
1;0;0;1;1;-0.9;99
7;2;2;5;5;-0.4;98.3
16;8;7;11;11;-0.3;98.3
22;14;12;15;15;-0.2;98.3
41;27;23;27;27;-0.1;95.8
42;28;24;27;28;0;96.3
262;118;535;302;118;0.8;93.5
162;75;417;337;75;1.1;91.6
76;40;258;300;40;1.1;92.6
0;0;0;0;0;0.7;94.5
0;0;0;0;0;0.3;93
0;0;0;0;0;-0.1;93.1
0;0;0;0;0;-0.5;94.9
0;0;0;0;0;-0.9;94.1
0;0;0;0;0;-1.3;93
0;0;0;0;0;-1.7;94.3
0;0;0;0;0;-2.2;92.5
0;0;0;0;0;-2.3;95.4
0;0;0;0;0;-2.4;94.2
0;0;0;0;0;-2.6;96.7
0;0;0;0;0;-2.7;95.2
0;0;0;0;0;-2.8;93.6
0;0;0;0;0;-2.8;91.2
0;0;0;0;0;-2.9;93.6
3;0;0;2;2;-2.8;96.6
108;426;394;46;46;-0.6;88.8
229;481;658;78;78;1.8;84.7
296;328;684;106;106;3.7;78.2
152;92;153;84;84;3.6;74.9
210;103;309;136;103;3.9;76.8
171;85;257;161;85;3.9;79.4
16;10;6;7;10;2.6;84
7;5;2;1;5;1.4;87
1;0;0;0;0;0.5;87.7
0;0;0;0;0;0.9;90.1
0;0;0;0;0;1.3;90.3
0;0;0;0;0;1.8;88.1
0;0;0;0;0;2.2;88.2
0;0;0;0;0;2.6;87.8
0;0;0;0;0;3.1;89.9
0;0;0;0;0;3.5;88.8
0;0;0;0;0;3.6;85.8
0;0;0;0;0;3.8;85.5
0;0;0;0;0;4;83
0;0;0;0;0;4.1;82.6
0;0;0;0;0;4.3;81.2
0;0;0;0;0;4.5;87.1
0;0;0;0;0;4.6;85.7
2;0;0;1;1;4.8;86.2
50;40;38;26;26;5.9;84.4
103;74;83;51;51;7.1;81.6
145;101;154;69;69;8.1;74.1
347;168;764;96;96;10.5;67.3
318;96;678;187;96;11.9;63.5
77;41;44;42;41;11.2;65.7
34;19;15;16;19;10.3;67.6
7;4;1;0;4;9.4;67.3
1;0;0;0;0;8.7;70.1
0;0;0;0;0;8.5;70.9
0;0;0;0;0;8.4;70.2
0;0;0;0;0;8.2;68.1
0;0;0;0;0;8;68.5
0;0;0;0;0;7.8;71
0;0;0;0;0;7.6;70
0;0;0;0;0;7.5;68.2
0;0;0;0;0;6.8;73.2
0;0;0;0;0;6.1;73.3
0;0;0;0;0;5.4;76.4
0;0;0;0;0;5;77.8
0;0;0;0;0;4.6;79.3
0;0;0;0;0;4.3;81
0;0;0;0;0;4;83.6
1;0;0;1;1;4;83.1
52;63;60;26;26;5;80.1
127;146;185;56;56;6.2;76.9
194;157;282;79;79;7.4;73.6
255;126;478;83;83;8.5;70.6
225;89;325;126;89;9.1;70.7
175;74;246;149;74;9.2;71.8
116;52;174;144;52;9;70.4
49;24;92;104;24;8.3;72.6
0;0;0;0;0;7.4;74
0;0;0;0;0;6.9;78.9
0;0;0;0;0;6.4;78.3
0;0;0;0;0;5.9;81.4
0;0;0;0;0;5.4;81
0;0;0;0;0;4.9;82.6
0;0;0;0;0;4.4;83.5
0;0;0;0;0;3.8;80.6
0;0;0;0;0;3.4;84.5
0;0;0;0;0;3.1;89.8
0;0;0;0;0;2.7;92.2
0;0;0;0;0;2.5;93.6
0;0;0;0;0;2.3;95.4
0;0;0;0;0;2.2;97.8
0;0;0;0;0;2.1;97.5
4;0;0;2;2;2.3;96.2
63;178;166;27;27;3.5;90.9
20;8;7;11;11;3.4;92.4
179;148;268;73;73;5;87.4
219;112;324;86;86;6.2;84
153;72;123;80;72;6.6;80.8
170;71;246;146;71;7;74
107;47;137;115;47;6.9;76.9
30;16;16;16;16;6.3;75
0;0;0;0;0;5.7;74.4
0;0;0;0;0;5.1;80.2
0;0;0;0;0;4.5;78.7
0;0;0;0;0;4;80.8
0;0;0;0;0;3.4;80.9
0;0;0;0;0;2.7;88.7
0;0;0;0;0;2.3;92.4
0;0;0;0;0;1.7;94.8
0;0;0;0;0;1;97.9
0;0;0;0;0;0.4;98.2
0;0;0;0;0;-0.3;99
0;0;0;0;0;-0.7;99
0;0;0;0;0;-1.1;99
0;0;0;0;0;-1.3;97.5
0;0;0;0;0;-1.6;99
1;0;0;0;0;-1.6;98
8;1;1;4;4;-1.5;97.2
29;13;11;15;15;-1.3;96.6
258;248;509;85;85;1.2;91.7
181;92;212;77;77;2;89.8
383;114;783;215;114;3.9;82.3
213;71;428;223;71;4.3;86.2
132;54;231;186;54;4;89.2
54;24;193;219;24;3.2;88.1
0;0;0;0;0;2.2;92.1
0;0;0;0;0;2.1;91.6
0;0;0;0;0;2.1;91.6
0;0;0;0;0;2;92.7
0;0;0;0;0;1.9;92.8
0;0;0;0;0;1.8;98.6
0;0;0;0;0;1.7;97.2
0;0;0;0;0;1.6;97.4
0;0;0;0;0;1.4;99
0;0;0;0;0;1.6;99
0;0;0;0;0;0.5;99.3
0;0;0;0;0;2;93.6
0;0;0;0;0;2.2;97.3
0;0;0;0;0;2.2;98.2
0;0;0;0;0;2.3;98.2
1;0;0;0;0;2.4;98.1
11;2;2;6;6;2.6;98.9
25;11;9;13;13;3.1;95.9
33;16;14;18;18;3.1;97.3
39;20;17;21;21;3.1;98.1
37;20;16;20;20;3.9;91.9
31;17;13;15;17;4.1;93.8
22;12;8;9;12;4.1;94.4
9;5;1;1;5;4;93.9
0;0;0;0;0;3.8;93.2
0;0;0;0;0;3.7;96.9
0;0;0;0;0;3.6;96.2
0;0;0;0;0;3.5;97.4
0;0;0;0;0;3.4;98
0;0;0;0;0;3.4;97
0;0;0;0;0;3.3;95.3
0;0;0;0;0;3.2;93.9
0;0;0;0;0;2.8;96.3
0;0;0;0;0;2.3;96.3
0;0;0;0;0;1.9;98.9
0;0;0;0;0;1.7;98
0;0;0;0;0;1.5;97.8
0;0;0;0;0;1.4;96.2
0;0;0;0;0;1.3;97.2
1;0;0;0;0;1.3;100
73;316;294;28;28;2.9;97.8
182;403;560;47;47;5.1;91.9
269;318;728;61;61;7;83.9
320;152;831;64;64;8.6;80
324;71;827;183;71;9.7;79.6
240;67;586;286;67;10;76
148;47;407;312;47;9.6;72.8
51;23;184;207;23;8.5;74.5
0;0;0;0;0;7.2;79.7
0;0;0;0;0;6.7;80.9
0;0;0;0;0;6.2;78.7
0;0;0;0;0;5.7;81.1
0;0;0;0;0;5.2;81.7
0;0;0;0;0;4.7;83.8
0;0;0;0;0;4.2;84.9
0;0;0;0;0;3.6;83.6
0;0;0;0;0;3;85.5
0;0;0;0;0;2.3;87.6
0;0;0;0;0;1.7;91.1
0;0;0;0;0;1.3;91.1
0;0;0;0;0;1;92.7
0;0;0;0;0;0.7;92.2
0;0;0;0;0;0.5;95.5
1;0;0;0;0;0.5;91.4
53;111;104;25;25;1.5;88.5
131;167;217;56;56;2.8;81.5
189;160;295;75;75;4;81.6
208;110;301;85;85;4.9;79.3
226;87;352;125;87;5.6;75.3
176;72;266;154;72;5.7;75.6
115;50;189;152;50;5.5;75.4
45;22;94;103;22;4.8;77.9
0;0;0;0;0;3.9;81.3
0;0;0;0;0;3.5;82.2
0;0;0;0;0;3.1;82.8
0;0;0;0;0;2.7;84.2
0;0;0;0;0;2.3;86.5
0;0;0;0;0;1.9;87.6
0;0;0;0;0;1.4;91.1
0;0;0;0;0;1;92
0;0;0;0;0;0.8;88.6
0;0;0;0;0;0.5;92.9
0;0;0;0;0;0.2;95
0;0;0;0;0;0.1;96.4
0;0;0;0;0;0;99.4
0;0;0;0;0;-0.2;97
0;0;0;0;0;-0.2;98.2
0;0;0;0;0;-0.2;98.2
55;161;150;25;25;1;97.3
102;101;125;47;47;2.1;87.2
153;112;181;68;68;3.2;81.2
217;114;329;86;86;4.4;75.4
199;81;294;111;81;5;70.9
79;41;45;43;41;4.6;72.9
15;8;5;6;8;3.7;76.2
6;3;0;0;3;2.9;80.6
0;0;0;0;0;2.2;80.6
0;0;0;0;0;2.4;79.8
0;0;0;0;0;2.6;79.1
0;0;0;0;0;2.7;83
0;0;0;0;0;2.9;83.8
0;0;0;0;0;3.1;86.8
0;0;0;0;0;3.2;84.3
0;0;0;0;0;3.4;83.5
0;0;0;0;0;3.4;84.2
0;0;0;0;0;3.5;82.2
0;0;0;0;0;3.4;86.1
0;0;0;0;0;3.2;93.2
0;0;0;0;0;3.5;87.9
0;0;0;0;0;3.6;88.9
0;0;0;0;0;3.7;92.2
0;0;0;0;0;3.8;92.1
15;3;3;8;8;4.2;89.7
44;22;21;23;23;5;84
67;35;35;35;35;5.7;82.9
90;47;52;47;47;6.3;82.9
115;58;73;60;58;7;82.8
85;44;50;46;44;7.3;82.8
44;23;21;22;23;7.2;68.3
16;9;4;4;9;6.8;69.1
0;0;0;0;0;6.3;69.5
0;0;0;0;0;6.1;72.9
0;0;0;0;0;5.8;75.2
0;0;0;0;0;5.6;76.2
0;0;0;0;0;5.3;79.2
0;0;0;0;0;5;81
0;0;0;0;0;4.7;81.8
0;0;0;0;0;4.5;81.6
0;0;0;0;0;3.1;87.3
0;0;0;0;0;1.6;91.4
0;0;0;0;0;0.1;93.6
0;0;0;0;0;-0.7;98.6
0;0;0;0;0;-1.5;100
0;0;0;0;0;-2.1;100
0;0;0;0;0;-2.7;100
0;0;0;0;0;-2.7;100
85;373;348;33;33;-1.4;96.8
161;337;464;49;49;-0.1;88.8
232;263;570;67;67;1.1;83.2
336;173;842;82;82;2.5;75
