Icon	Name	Einheit	Kommentar	Type	var_name	REF	ka	STAGE	Default Var	Neues Projekt	Test_PG2	Test_AB	Test_RU	TESTWuerfel	Alliiertenviertel Bestand	Pgteilgeühlt	Beispielquartier ohne Kühlung	Test	Spalte2	Spalte3	Spalte4	Kurze ID	Kurze ID_2	Kurze ID_2_2	Kurze ID_2_2_2_2	test_2
♨️	Anlagenleistung 1 el	W/m²	Für maxLastberechnung inkl Warmwasser				0	0,0									0,00	0,0				0	0	0	0	0
♨️	Anlagenleistung 3 el	W/m²	Für maxLastberechnung inkl Warmwasser				0	0,0									0,00	0,0				0	0	0	0	0
							0	0,0									0,00	0,0				0	0	0	0	0
							0	0,0									0,00	0,0				0	0	0	0	0
♨️	Energieträger HZTH2			Neu (default, nicht berechenbar)	heat_th2_carrier_type	='🔥H'!D29	2	Fernwärme aus hocheffizienter KWK(1) (Defaultwert)	Fernwärme Wien	0,0	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme aus hocheffizienter KWK(1) (Defaultwert)				Fernwärme aus hocheffizienter KWK(1) (Defaultwert)	Fernwärme aus hocheffizienter KWK(1) (Defaultwert)	Fernwärme aus hocheffizienter KWK(1) (Defaultwert)	Fernwärme aus hocheffizienter KWK(1) (Defaultwert)	Fernwärme aus hocheffizienter KWK(1) (Defaultwert)
♨️	Energieträger HZTH4			Neu (default, nicht berechenbar)	heat_th4_carrier_type	='🔥H'!D43	2	Fernwärme Wien	Fernwärme Wien	0,0	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien				Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien
♨️	Heizen Raumtemperatur Minimum	°C		Neu (aus alt Berechenbar)	Tsetheat_min	='🔥H'!D5	2	22,0		0,0	21,0	22,0	22,0	22,0	21,0	21,0	21,0	22,0				22	22	22	22	22
		43	Parameter				0																			
❄️	Kühlperiode Jänner	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D54	2	FALSCH	FALSCH	0,00	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
❄️	Kühlperiode Februar	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D55	2	FALSCH	FALSCH	0,00	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
❄️	Kühlperiode März	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D56	2	FALSCH	FALSCH	0,00	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
❄️	Kühlperiode April	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D57	2	FALSCH	WAHR	1,00	WAHR	FALSCH	FALSCH	WAHR	FALSCH	WAHR	1,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
❄️	Kühlperiode Mai	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D58	2	WAHR	WAHR	1,00	WAHR	WAHR	WAHR	WAHR	WAHR	WAHR	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
❄️	Kühlperiode Juni	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D59	2	WAHR	WAHR	1,00	WAHR	WAHR	WAHR	WAHR	WAHR	WAHR	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
❄️	Kühlperiode Juli	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D60	2	WAHR	WAHR	1,00	WAHR	WAHR	WAHR	WAHR	WAHR	WAHR	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
❄️	Kühlperiode August	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D61	2	WAHR	WAHR	1,00	WAHR	WAHR	WAHR	WAHR	WAHR	WAHR	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
❄️	Kühlperiode September	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D62	2	WAHR	WAHR	1,00	WAHR	WAHR	FALSCH	WAHR	FALSCH	WAHR	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
❄️	Kühlperiode Oktober	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D63	2	FALSCH	WAHR	1,00	WAHR	FALSCH	FALSCH	WAHR	FALSCH	WAHR	1,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
❄️	Kühlperiode November	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D64	2	FALSCH	FALSCH	0,00	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
❄️	Kühlperiode Dezember	Bool	Input fehlt	Neu (aus alt Berechenbar)		='❄️K'!D65	2	FALSCH	FALSCH	0,00	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
❄️	Aktive Kühlung Anteil Wohnen			Neu (aus alt Berechenbar)		='❄️K'!D8	2	0,0		0,0	1,0	1,0	1,0		0,00	0,00	0,00	0,0				0	0	0	0	0
❄️	Aktive Kühlung Anteil Büro			Neu (aus alt Berechenbar)		='❄️K'!D9	2	1,0		0,0	1,0	1,0	1,0		0,00	0,10	0,00	1,0				1	1	1	1	1
❄️	Aktive Kühlung Anteil Schule sekundär			Neu (aus alt Berechenbar)		='❄️K'!D11	2	1,0		0,0	1,0	1,0	1,0		0,00	1,00	0,00	1,0				1	1	1	1	1
❄️	Aktive Kühlung Anteil Schule primär			Neu (aus alt Berechenbar)		='❄️K'!D10	2	1,0		0,0	1,0	1,0	1,0		0,00	1,00	0,00	1,0				1	1	1	1	1
❄️	Aktive Kühlung Anteil Handel Lebensmittel			Neu (aus alt Berechenbar)		='❄️K'!D12	2	1,0		0,0	1,0	1,0	1,0		0,00	1,00	0,00	1,0				1	1	1	1	1
❄️	Aktive Kühlung Anteil Handel Sonstige			Neu (aus alt Berechenbar)		='❄️K'!D13	2	1,0		0,0	1,0	1,0	1,0		0,00	1,00	0,00	1,0				1	1	1	1	1
❄️	Aktive Kühlung Anteil Sonstige Nutzung			Neu (aus alt Berechenbar)		='❄️K'!D14	2	1,0		#BEZUG!	1,0	1,0	1,0		0,00	1,00	0,00	1,0				1	1	1	1	1
❄️	Keine Aktive Kühlung Anteil Wohnen			Neu (aus alt Berechenbar)		=1-K598	0	1,0										1,0				1	1	1	1	1
❄️	Keine Aktive Kühlung Anteil Büro			Neu (aus alt Berechenbar)		=1-K599	0	0,0										0,0				0	0	0	0	0
❄️	Keine Aktive Kühlung Anteil Schule sekundär			Neu (aus alt Berechenbar)		=1-K600	0	0,0										0,0				0	0	0	0	0
❄️	KeineAktive Kühlung Anteil Schule primär			Neu (aus alt Berechenbar)		=1-K601	0	0,0										0,0				0	0	0	0	0
❄️	Keine Aktive Kühlung Anteil Handel Lebensmittel			Neu (aus alt Berechenbar)		=1-K602	0	0,0										0,0				0	0	0	0	0
❄️	Keine Aktive Kühlung Anteil Handel Sonstige			Neu (aus alt Berechenbar)		=1-K603	0	0,0										0,0				0	0	0	0	0
❄️	Keine Aktive Kühlung Anteil Sonstige Nutzung			Neu (aus alt Berechenbar)		=1-K604	0	0,0										0,0				0	0	0	0	0
❄️	Fläche Aktive Kühlung			Zwischenrechnung	NFA_cooled	=SUMMENPRODUKT(K598:K604;K243:K249)	0	3840,0		#BEZUG!						26804,80	0,00	3840,0				3840	3840	3840	3840	3840
❄️	NGF Anteil Aktive Kühlung			Zwischenrechnung	NFAfrac_cooled	=NFA_cooled/NFA_total	0	0,5		0,5						1,00	0,00	0,5				0,5	0,5	0,5	0,5	0,5
❄️	NGF Anteil ohne aktive Kühlung			Zwischenrechnung	NFAfrac_uncooled	=1-K613	0	0,5		0,5						0,00	1,00	0,5				0,5	0,5	0,5	0,5	0,5
❄️	spez. thermische Leistung Aufnahmesystem	W/m²	raumseitig	Neu (aus alt Berechenbar)	QCmax_room_m2	='❄️K'!D50	2	50,0000		#BEZUG!	25,3	10,0	50,0		50,0	25,3	50,0	50,0000				50	50	50	50	50
❄️	Thermische Leistung Aufnahmesystem	MW	raumseitig	Zwischenrechnung	QCmax_room_MW	=QCmax_room_m2*NFA_cooled/1000000	0	0,19		0,19							0,0	0,19				0,192	0,192	0,192	0,192	0,192
❄️	Thermische Leistung Freecooling	W/m²		Neu (default, nicht berechenbar)	QCmax_freecooling	='❄️K'!D22	2	0,0		0,0	0	0	0		0,00	0,00	0,00	0,0				0	0	0	0	0
❄️	Thermische Leistung 1 EL	W/m²		Neu (aus alt Berechenbar)	QCmax_1el	='❄️K'!D28	2	30,0		0,0	25,3	25,3	0,0	0,0	0,0	25,33	0,00	30,0				30	30	30	30	30
❄️	Thermische Leistung 2 TH	W/m²		Neu (default, nicht berechenbar)	QCmax_2th	='❄️K'!D35	2	40,0		0,0		0	0	0	0	0,00	0,00	40,0				40	40	40	40	40
❄️	Thermische Leistung 3 EL	W/m²		Neu (default, nicht berechenbar)	QCmax_3el	='❄️K'!D42	2	0,0		0,0		0	0	0	0	0,00	0,00	0,0				0	0	0	0	0
❄️	Verteilverluste Freecooling	W/m²		Neu (default, nicht berechenbar)		='❄️K'!D23	2	0,0		0,0		0,05	0,05	0,05	0,05	0,00	0,05	0,0				0	0	0	0	0
❄️	Verteilverluste 1 El			Neu (default, nicht berechenbar)	QC_distr_losses_1el	='❄️K'!D30	2	0,0		0,0		0,05	0,05	0,05	0,05	0,00	0,05	0,0				0	0	0	0	0
❄️	Verteilverluste 2th			Neu (default, nicht berechenbar)	QC_distr_losses_2th	='❄️K'!D37	2	0,0		0,0		0,05	0,05	0,05	0,05	0,00	0,05	0,0				0	0	0	0	0
❄️	Verteilverluste 3el			Neu (default, nicht berechenbar)	QC_distr_losses_3el	='❄️K'!D44	2	0,0		0,0		0,05	0,05	0,05	0,05	0,00	0,05	0,0				0	0	0	0	0
❄️	Wirkungsgrad Erzeugung 0 Freecooling			Obsolet		#NV	0									0,00										
❄️	Wirkungsgrad Erzeugung 1 El			Neu (aus alt Berechenbar)		='❄️K'!D29	2	5,0		0,0						0,00	5,40	5,0				5	5	5	5	5
❄️	Wirkungsgrad Erzeugung 2 TH			Neu (default, nicht berechenbar)		='❄️K'!D36	2	0,9		0,0						0,00	0,95	0,9				0,9	0,9	0,9	0,9	0,9
❄️	Wirkungsgrad Erzeugung 3 EL			Neu (default, nicht berechenbar)		='❄️K'!D43	2	0,0		0,0						0,00	2,50	0,0				0	0	0	0	0
❄️	Wirkungsgrad-Kehrwert Erzeugung 0 Freecooling			Zwischenrechnung		=WENNFEHLER(1/K625;0)	0	0,0		0,0							0,00	0,0				0	0	0	0	0
❄️	Wirkungsgrad-Kehrwert Erzeugung 1 El			Zwischenrechnung	QC_to_EC_1	=WENNFEHLER(1/K626;0)	0	0,2		0,0							0,19	0,2				0,2	0,2	0,2	0,2	0,2
❄️	Wirkungsgrad-Kehrwert Erzeugung 2 TH			Zwischenrechnung	QC_generation_eff_2th	=WENNFEHLER(1/K627;0)	0	1,1		0,0							1,05	1,1				1,111111111	1,111111111	1,111111111	1,111111111	1,111111111
❄️	Wirkungsgrad-Kehrwert Erzeugung 3 EL			Zwischenrechnung	QC_to_EC_3	=WENNFEHLER(1/K628;0)	0	0,0		0,0							0,40	0,0				0	0	0	0	0
❄️	Hilfsstromanteil Freecooling			Neu (default, nicht berechenbar)	QC_aux_fc	='❄️K'!D24	2	0,0		0,0						0,00	0,05	0,0				0	0	0	0	0
❄️	Hilfsstromanteil KLEL1			Neu (aus alt Berechenbar)	QC_aux_1el	='❄️K'!D31	2	0,0		0,0						0,00	0,02	0,0				0	0	0	0	0
❄️	Hilfsstromanteil KLTh2			Neu (aus alt Berechenbar)	QC_aux_2th	='❄️K'!D38	2	0,0		0,0						0,00	0,02	0,0				0	0	0	0	0
❄️	Hilfsstromanteil KLEL3			Neu (aus alt Berechenbar)	QC_aux_3el	='❄️K'!D45	2	0,0		0,0						0,00	0,02	0,0				0	0	0	0	0
❄️	Energieträger Freecooling			Obsolet		#NV	0									0,00										
❄️	Energieträger System 2 Thermisch			Neu (default, nicht berechenbar)	cool_th2_carrier_type	='❄️K'!D34	2	Fernwärme Wien		0,0						0,00	Mapping fehlt	Fernwärme Wien				Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien
❄️	Kühlen Solltemperatur Maximum	°C		Neu (aus alt Berechenbar)	Tsetcool_max	='❄️K'!D5	2	25,0		elektrische Systeme: jegliche Art der Wärmepumpe und direkt elektrische Erzeugung. Thermische Systeme: Heizkessel, Wärmenetze direkt, Abwärme direkt, solare Systeme direkt. Es sind jeweils 2 Systeme vorhanden, um unterschiedliche Reihenfolgen bei Grundlast-Spitzenlast zu ermöglichen. Die raumseitige, thermische Leistung in Watt pro Quadratmeter zur Deckelung eventueller Grundlastanlagen, Demand-Side-Management. Der Wirkungsgrad entspricht hier der Jahresarbeitszahl einer Wärmepumpe, definiert den Verlust an der Heizungsanlage und betrifft ausschließlich den Heizbetrieb. Bei zusätzlicher Nutzung zur Kühlung oder zur Warmwasserbereitung sind gesonderte JAZ erforderlich. Der Wirkungsgrad des Verteilsystems ist abhängig von der Art des Abgabesystems zu definieren. Hilfsstrom wird als Anteil des Nutzenergiebedarfs berechnet. Default thermischer Leistung 40 W/m² zur Deckung des Energiebedarfs gemäß EnEV	25,0	25,0	25,0		26,0	25,0	25,0	25,0				25	25	25	25	25
		55	Parameter				0																			
💧	Temperatur Minimum	°C		Neu (aus alt Berechenbar)	DHW_Tmin	='💧WW'!D33	2	60,0	60	#NAME?	60	60	60	60	60	60	60	60,0				60	60	60	60	60
💧	Temperatur Maximum Eingabe	°C		Neu (aus alt Berechenbar)		='🔋'!D42	2	70,0	70	0,0	70	70	70	70	70	70	70	70,0				70	70	70	70	70
💧	Temperatur Maximum Effektiv	°C		Zwischenrechnung	DHW_Tmax	=MIN(K642;DHW_Tmax_constant)	0	70,0									70	70,0				70	70	70	70	70
💧	Warmwasser System 1 Anteil Wohnen			Neu (default, nicht berechenbar)		='💧WW'!D21	2	1,0	1	0,0	1	1	1	1	1,00	1,0	1,0	0,5				0,5	0,5	0,5	0,5	0,5
💧	Warmwasser System 1 Anteil Büro			Neu (default, nicht berechenbar)		='💧WW'!D22	2	1,0	1	0,0	1	1	1	1	1,00	1,0	1,0	1,0				1	1	1	1	1
💧	Warmwasser System 1 Anteil Schule sekundär			Neu (default, nicht berechenbar)		='💧WW'!D24	2	1,0	1	0,0	1	1	1	1	1,00	1,0	1,0	1,0				1	1	1	1	1
💧	Warmwasser System 1 Anteil Schule primär			Neu (default, nicht berechenbar)		='💧WW'!D23	2	1,0	1	0,0	1	1	1	1	1,00	1,0	1,0	1,0				1	1	1	1	1
💧	Warmwasser System 1 Anteil Handel Lebensmittel			Neu (default, nicht berechenbar)		='💧WW'!D25	2	1,0	1	0,0	1	1	1	1	1,00	1,0	1,0	1,0				1	1	1	1	1
💧	Warmwasser System 1 Anteil Handel Sonstige			Neu (default, nicht berechenbar)		='💧WW'!D26	2	1,0	1	0,0	1	1	1	1	1,00	1,0	1,0	1,0				1	1	1	1	1
💧	Warmwasser System 1 Anteil Sonstige Nutzung			Neu (default, nicht berechenbar)		='💧WW'!D27	2	1,0	1	0,0	1	1	1	1	1,00	1,0	1,0	1,0				1	1	1	1	1
💧	Warmwasser-Speichergröße Wohnen	liter		Zwischenrechnung		=DHW_storage_liter_pPerson*'⚙'!B59/'⚙'!B47*NFA_residential	0	460,4		#DIV/0!							1 682,1	460,4				460,4316547	460,4316547	460,4316547	460,4316547	460,4316547
💧	Warmwasser-Speichergröße Büro	liter		Zwischenrechnung		=DHW_storage_liter_pPerson*'⚙'!B60/'⚙'!B48*NFA_office	0	325,4		#DIV/0!							854,5	325,4				325,4237288	325,4237288	325,4237288	325,4237288	325,4237288
💧	Warmwasser-Speichergröße Schule sekundär	liter		Zwischenrechnung		=DHW_storage_liter_pPerson*DHW_storage_liter_pPerson*'⚙'!B61/'⚙'!B49*NFA_schoolsec	0	0,0		#DIV/0!							0,0	0,0				0	0	0	0	0
💧	Warmwasser-Speichergröße Schule primär	liter		Zwischenrechnung		=DHW_storage_liter_pPerson*'⚙'!B62/'⚙'!B50*NFA_schoolprim	0	0,0		#DIV/0!							144,5	0,0				0	0	0	0	0
💧	Warmwasser-Speichergröße Handel Lebensmittel	liter		Zwischenrechnung		=DHW_storage_liter_pPerson*DHW_storage_liter_pPerson*'⚙'!B63/'⚙'!B51*NFA_retailfood	0	0,0		#DIV/0!							0,0	0,0				0	0	0	0	0
💧	Warmwasser-Speichergröße Handel Sonstige	liter		Zwischenrechnung		=DHW_storage_liter_pPerson*'⚙'!B64/'⚙'!B51*NFA_retailother	0	0,0		#DIV/0!							484,8	0,0				0	0	0	0	0
💧	Warmwasser-Speichergröße Sonstige Nutzung	liter		Zwischenrechnung		=DHW_storage_liter_pPerson*DHW_storage_liter_pPerson*'⚙'!B65/'⚙'!B52*NFA_other	0	0,0		#DIV/0!							0,0	0,0				0	0	0	0	0
💧	Warmwasser-Speichergröße 1	liter		Zwischenrechnung	DHW_storage_1_liter	=SUMMENPRODUKT(K644:K650;K651:K657)	0	785,9		#DIV/0!							3 165,8	555,6				555,6395562	555,6395562	555,6395562	555,6395562	555,6395562
💧	Warmwasser-Speichergröße 2	liter		Zwischenrechnung	DHW_storage_2_liter	=SUMME(K651:K657)-DHW_storage_1_liter	0	0,0		#DIV/0!							0,0	230,2				230,2158273	230,2158273	230,2158273	230,2158273	230,2158273
💧	Warmwasser System 1 in Verwendung	bool		Zwischenrechnung	DHW_1_is_used	=WENN(DHW_storage_1_liter;WAHR;FALSCH)	0	WAHR									WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
💧	Warmwasser System 2 in Verwendung	bool		Zwischenrechnung	DHW_2_is_used	=WENN(DHW_storage_2_liter;WAHR;FALSCH)	0	FALSCH									FALSCH	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
💧	Warmwasser Ladeleistung 1	kW		Zwischenrechnung	DHW_thermal_power_1_kW	=DHW_thermal_power_Wpl*DHW_storage_1_liter/1000	0	0,2		0,2							0,9	0,2				0,166691867	0,166691867	0,166691867	0,166691867	0,166691867
💧	Warmwasser Ladeleistung 2	kW		Zwischenrechnung		=DHW_thermal_power_Wpl*DHW_storage_2_liter/1000	0	0,0		0,0							0,0	0,1				0,069064748	0,069064748	0,069064748	0,069064748	0,069064748
💧	Warmwasser Verluste: Speicher1		0-100%	Neu (default, nicht berechenbar)	DHW_losses_1	='💧WW'!D9	2	0,050	0,05	0,000	0,05	0,05	0,05	0,05	0,05	0,05	0,05	0,050				0,05	0,05	0,05	0,05	0,05
💧	Warmwasser Verluste: Speicher2		0-100%	Neu (default, nicht berechenbar)	DHW_losses_2	='💧WW'!D15	2	0,050	0,05	0,000	0,05	0,05	0,05	0,05	0,05	0,05	0,05	0,050				0,05	0,05	0,05	0,05	0,05
💧	Warmwasser Verluste: Wirkungsgrad Verteilsystem 1			Neu (default, nicht berechenbar)	DHW_efficiency_distribution_1	='💧WW'!D8	2	0,900	0,95	0,000	1	1	1	0,95	1	1	1	0,900				0,9	0,9	0,9	0,9	0,9
💧	Warmwasser Verluste: Wirkungsgrad Verteilsystem 2			Neu (default, nicht berechenbar)	DHW_efficiency_distribution_2	='💧WW'!D14	2	1,000	0	0,000	0	0	0	0	0	0	0	1,000				1	1	1	1	1
💧	Warmwasser Verlustaufschlag Verteilsystem 1			Zwischenrechnung	DHW_1_incl_distribution_factor	=WENNFEHLER(1/DHW_efficiency_distribution_1;0)	0	1,1									1	1,1				1,111111111	1,111111111	1,111111111	1,111111111	1,111111111
💧	Warmwasser Verlustaufschlag Verteilsystem 2			Zwischenrechnung	DHW_2_incl_distribution_factor	=WENNFEHLER(1/DHW_efficiency_distribution_2;0)	0	1,0									0	1,0				1	1	1	1	1
💧	Warmwasser Flexibilität Speichernutzung 1					#NV	0			#BEZUG!		1					#BEZUG!	#BEZUG!				#BEZUG!	#BEZUG!	#BEZUG!	#BEZUG!	#BEZUG!
💧	Warmwasser Flexibilität Direktheizung 1					#NV	0			#BEZUG!							#BEZUG!	#BEZUG!				#BEZUG!	#BEZUG!	#BEZUG!	#BEZUG!	#BEZUG!
💧	Warmwasser System 1 Energieträger			Neu (default, nicht berechenbar)	DHW_carriertype_1	='💧WW'!D6	2	Strom	Strom	0,0	Strom	Strom	Strom	Strom	Strom	Strom	Strom	Strom				Strom	Strom	Strom	Strom	Strom
💧	Warmwasser System 1 ist elektrisch			Zwischenrechnung	DHW_1_is_electric	=WENN(DHW_carriertype_1="Strom";WAHR;FALSCH)	0	WAHR		WAHR							WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
💧	Warmwasser System 2 Energieträger				DHW_carriertype_2	='💧WW'!D12	2	Fernwärme Wien	Strom	0,0	Strom	Strom	Strom	Strom	Strom	Strom	Strom	Fernwärme Wien				Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien	Fernwärme Wien
💧	Warmwasser System 2 ist elektrisch			Zwischenrechnung	DHW_2_is_electric	=WENN(DHW_carriertype_2="Strom";WAHR;FALSCH)	0	FALSCH		FALSCH							WAHR	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
💧	Warmwasser System 1 Wirkungsgrad			Neu (aus alt Berechenbar)	DHW_1_efficiency	='💧WW'!D7	2	1,7	3,0	0,0	3,0	3,0	3,0	3,0	3,0	3,0	1,7	1,7				1,687697278	1,687697278	1,687697278	1,687697278	1,687697278
💧	Warmwasser System 2 Wirkungsgrad			Neu (default, nicht berechenbar)	DHW_2_efficiency	='💧WW'!D13	2	1,0	1	0,0	1	1	1	1	1	1	1	1,0				1	1	1	1	1
💧	Warmwasser System 1 Wirkungsgradkehrwert			Zwischenrechnung	DHW_conversion_1	=1/K676	0	0,6		#DIV/0!							0,6	0,6				0,592523323	0,592523323	0,592523323	0,592523323	0,592523323
💧	Warmwasser System 2 Wirkungsgradkehrwert			Zwischenrechnung	DHW_conversion_2	=1/K677	0	1,0		#DIV/0!							1,0	1,0				1	1	1	1	1
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
		48	Parameter				0																			
🌞	PV Nutzung	Bool		Neu (aus alt Berechenbar)	PV_is_used	='🌞PV'!D7	2	WAHR	WAHR	0,0	WAHR	WAHR	WAHR	WAHR	0	WAHR	WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
🌞	PV Profil Name			Neu (aus alt Berechenbar)		='🌞PV'!D8	2	"Rugier_Flachdach
Steildach
Terrassen DG1
Geländer/Brüstungen"	Azi24Tilt27Wp460	0,0	Var_Planstand_Pilzgasse	MinPEQ	AICH_PV NO/SW 10,2 kWp	Azi24Tilt27Wp460	Azi80Tilt27Wp460	Azi24Tilt27Wp460	Var_Planstand_Pilzgasse	"Rugier_Flachdach
Steildach
Terrassen DG1
Geländer/Brüstungen"				"Rugier_Flachdach
Steildach
Terrassen DG1
Geländer/Brüstungen"	"Rugier_Flachdach
Steildach
Terrassen DG1
Geländer/Brüstungen"	"Rugier_Flachdach
Steildach
Terrassen DG1
Geländer/Brüstungen"	"Rugier_Flachdach
Steildach
Terrassen DG1
Geländer/Brüstungen"	"Rugier_Flachdach
Steildach
Terrassen DG1
Geländer/Brüstungen"
🌞	PV Profil ID			Zwischenrechnung	PV_id	=VERGLEICH(K690;pv_profile_names;0)	0	33,0	4	#NV	13	14	15	4	8	4	13	33,0				33	33	33	33	33
🌞	PV Skalierungsfaktor Profil			Neu (default, nicht berechenbar)	PV_scale	='🌞PV'!D9	2	1,0	1	0,0	1	1	1	1	1,00	1,0	1,0	1,0				1	1	1	1	1
🌞	PV Wechselrichter Effizienz			Neu (aus alt Berechenbar)	PV_efficiency	='🌞PV'!D60	2	0,9	0,90	0,0	0,90	0,94	0,90	0,90	1,00	0,90	0,90	0,9				0,9	0,9	0,9	0,9	0,9
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
		12	Parameter				0																			
🔋	Flex PV Nutzung			Neu (aus alt Berechenbar)	FLEX_PV_is_used	='🔋'!D6	2	WAHR	WAHR	0,0	WAHR	WAHR	WAHR	WAHR	0	WAHR	WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
🔋	Flex Signal Nutzung			Neu (aus alt Berechenbar)	FLEX_is_used	='🔋'!D10	2	WAHR	WAHR	0,0	WAHR	WAHR	WAHR	WAHR	0	WAHR	WAHR	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
🔋	Flex Signal Name			Neu (aus alt Berechenbar)		='🔋'!D11	2	Wind AT 2020	Wind AT 2020	0	Wind AT 2020	Wind AT 2020	Wind AT 2020	Wind AT 2020	Wind 2013	Wind AT 2020	Wind AT 2020	Wind AT 2020				Wind AT 2020	Wind AT 2020	Wind AT 2020	Wind AT 2020	Wind AT 2020
🔋	Flex Signal ID			Abgelöst in Klimaaktiv	FLEX_signal_ID	=[@Buffer]	0	10,0	10	10,0	10	10	10	10	1	10	10	10,0				10	10	10	10	10
🔋	Flex Maximale Leistung	W/m²		Neu (aus alt Berechenbar)	FLEX_grid_maxpower_Wm2	='🔋'!D12	2	15	40	0	58,5	50	40	40	40	58,5	58,5	10				10	10	10	10	10
🔋	Flex Netzbezug deckt Nutzerstrom	bool	muss jetzt nicht mehr automatisch Wahr sein	Neu (default, nicht berechenbar)	FLEX_is_used_for_plugloads	='🔋'!D13	2	WAHR									WAHR	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
🔋	Flex Netzbezug deckt HVAC Minimum	bool	muss jetzt nicht mehr automatisch Wahr sein	Neu (default, nicht berechenbar)	FLEX_is_used_for_HVAC_min	='🔋'!D14	2	WAHR									WAHR	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
🔋	Flex Netzbezug deckt EV Minimum	bool	muss jetzt nicht mehr automatisch Wahr sein	Neu (default, nicht berechenbar)	FLEX_is_used_for_ev_min	='🔋'!D15	2	WAHR									WAHR	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
♨️	Flexibles Heizen über Solltemperatur		Kelvin	Neu (aus alt Berechenbar)	flex_heat_dT	='🔋'!D21	2	3,0	3	0,0	4	3	3	3	0	4	4	1,0				1	1	1	1	1
♨️	Flexibles Heizen Maximale Raumtemperatur		°C	Zwischenrechnung	Tsetheat_flex	=Tsetheat_min+K709	0	25,0		22,0	25,0	25,0	25,0	25,0	21,0	25,0	25,0	23,0				23	23	23	23	23
♨️	Flexibles Heizsystem	Text		Neu (aus alt Berechenbar)		='🔋'!D22	2	System 1									System 1	System 1				System 1	System 1	System 1	System 1	System 1
